schedule_id,course_id,faculty_id,room_id,date,start_time,end_time,status,source_system
SCH_0349,C014,F034,R002,2026-09-24,11:00,12:00,scheduled,LMS
SCH_0350,C097,F049,R019,2026-09-25,12:00,13:00,scheduled,LMS
SCH_0351,C092,F022,R009,2026-09-21,17:00,18:00,scheduled,LMS
SCH_0352,C069,F007,R028,2026-10-03,11:00,12:00,scheduled,LMS
SCH_0353,C080,F016,R030,2026-09-25,14:00,15:00,scheduled,LMS
SCH_0354,C056,F028,R018,2026-09-28,12:00,13:00,scheduled,LMS
SCH_0355,C026,F032,R025,2026-10-04,09:00,10:00,scheduled,LMS
SCH_0356,C003,F023,R028,2026-09-28,10:00,11:00,scheduled,LMS
SCH_0357,C074,F005,R008,2026-09-23,10:00,11:00,scheduled,LMS
SCH_0358,C051,F026,R030,2026-09-23,15:00,16:00,scheduled,LMS
SCH_0359,C085,F005,R014,2026-09-28,16:00,17:00,scheduled,LMS
SCH_0360,C055,F007,R028,2026-09-30,10:00,11:00,scheduled,LMS
SCH_0361,C060,F023,R014,2026-09-21,11:00,12:00,scheduled,LMS
SCH_0362,C005,F012,R004,2026-09-25,10:00,11:00,scheduled,LMS
SCH_0363,C048,F037,R017,2026-09-30,11:00,12:00,scheduled,LMS
SCH_0364,C074,F005,R021,2026-09-28,11:00,12:00,scheduled,LMS
SCH_0365,C023,F006,R018,2026-09-25,14:00,15:00,scheduled,LMS
SCH_0366,C051,F026,R001,2026-10-01,15:00,16:00,scheduled,LMS
SCH_0367,C057,F030,R001,2026-09-23,09:00,10:00,scheduled,LMS
SCH_0368,C083,F041,R005,2026-09-28,16:00,17:00,scheduled,LMS
SCH_0369,C074,F005,R015,2026-09-30,10:00,11:00,scheduled,LMS
SCH_0370,C047,F002,R014,2026-09-26,11:00,12:00,scheduled,LMS
SCH_0371,C021,F030,R006,2026-10-04,12:00,13:00,scheduled,LMS
SCH_0372,C080,F016,R022,2026-09-22,10:00,11:00,scheduled,LMS
SCH_0373,C049,F039,R010,2026-10-03,17:00,18:00,scheduled,LMS
SCH_0374,C029,F030,R013,2026-09-28,15:00,16:00,scheduled,LMS
SCH_0375,C088,F048,R005,2026-09-22,16:00,17:00,scheduled,LMS
SCH_0376,C044,F018,R010,2026-09-27,15:00,16:00,scheduled,LMS
SCH_0377,C029,F030,R030,2026-10-04,09:00,10:00,scheduled,LMS
SCH_0378,C070,F001,R025,2026-09-22,09:00,10:00,scheduled,LMS
SCH_0379,C026,F032,R027,2026-09-21,15:00,16:00,scheduled,LMS
SCH_0380,C049,F039,R026,2026-09-25,14:00,15:00,scheduled,LMS
SCH_0381,C047,F002,R027,2026-09-21,11:00,12:00,scheduled,LMS
SCH_0382,C079,F049,R017,2026-09-28,17:00,18:00,scheduled,LMS
SCH_0383,C089,F049,R004,2026-09-27,09:00,10:00,scheduled,LMS
SCH_0384,C057,F030,R006,2026-09-22,11:00,12:00,scheduled,LMS
SCH_0385,C026,F032,R013,2026-09-24,10:00,11:00,scheduled,LMS
SCH_0386,C090,F031,R021,2026-09-27,11:00,12:00,scheduled,LMS
SCH_0387,C041,F040,R014,2026-09-26,17:00,18:00,scheduled,LMS
SCH_0388,C051,F026,R030,2026-09-26,10:00,11:00,scheduled,LMS
SCH_0389,C039,F032,R005,2026-09-21,09:00,10:00,scheduled,LMS
SCH_0390,C090,F031,R003,2026-09-21,12:00,13:00,scheduled,LMS
SCH_0391,C056,F028,R021,2026-09-27,16:00,17:00,scheduled,LMS
SCH_0392,C074,F005,R013,2026-10-03,15:00,16:00,scheduled,LMS
SCH_0393,C098,F029,R017,2026-09-28,14:00,15:00,scheduled,LMS
SCH_0394,C087,F033,R022,2026-09-24,17:00,18:00,scheduled,LMS
SCH_0395,C068,F018,R004,2026-10-01,12:00,13:00,scheduled,LMS
SCH_0396,C094,F030,R003,2026-09-29,14:00,15:00,scheduled,LMS
SCH_0397,C042,F006,R011,2026-10-04,17:00,18:00,scheduled,LMS
SCH_0398,C080,F016,R030,2026-10-01,10:00,11:00,scheduled,LMS
SCH_0399,C003,F023,R012,2026-10-02,14:00,15:00,scheduled,LMS
SCH_0400,C080,F016,R012,2026-10-03,15:00,16:00,scheduled,LMS
SCH_0401,C047,F002,R002,2026-09-29,10:00,11:00,scheduled,LMS
SCH_0402,C060,F023,R007,2026-10-04,16:00,17:00,scheduled,LMS
SCH_0403,C065,F028,R023,2026-09-24,09:00,10:00,scheduled,LMS
SCH_0404,C096,F004,R002,2026-09-23,10:00,11:00,scheduled,LMS
SCH_0405,C077,F050,R013,2026-09-23,10:00,11:00,scheduled,LMS
SCH_0406,C046,F050,R020,2026-09-29,11:00,12:00,scheduled,LMS
SCH_0407,C013,F025,R023,2026-09-24,16:00,17:00,scheduled,LMS
SCH_0408,C059,F022,R024,2026-09-24,17:00,18:00,scheduled,LMS
SCH_0409,C081,F045,R004,2026-09-23,15:00,16:00,scheduled,LMS
SCH_0410,C003,F023,R016,2026-10-04,10:00,11:00,scheduled,LMS
SCH_0411,C029,F030,R028,2026-09-22,11:00,12:00,scheduled,LMS
SCH_0412,C097,F049,R015,2026-09-30,09:00,10:00,scheduled,LMS
SCH_0413,C045,F048,R025,2026-10-02,12:00,13:00,scheduled,LMS
SCH_0414,C085,F005,R008,2026-10-03,10:00,11:00,scheduled,LMS
SCH_0415,C089,F049,R007,2026-09-21,11:00,12:00,scheduled,LMS
SCH_0416,C021,F030,R029,2026-09-27,11:00,12:00,scheduled,LMS
SCH_0417,C007,F025,R027,2026-09-24,17:00,18:00,scheduled,LMS
SCH_0418,C044,F018,R030,2026-09-21,15:00,16:00,scheduled,LMS
SCH_0419,C047,F002,R024,2026-09-21,16:00,17:00,scheduled,LMS
SCH_0420,C094,F030,R024,2026-10-03,17:00,18:00,scheduled,LMS
SCH_0421,C059,F022,R011,2026-10-01,14:00,15:00,scheduled,LMS
SCH_0422,C094,F030,R013,2026-09-29,11:00,12:00,scheduled,LMS
SCH_0423,C077,F050,R024,2026-10-01,15:00,16:00,scheduled,LMS
SCH_0424,C004,F040,R008,2026-09-23,11:00,12:00,scheduled,LMS
SCH_0425,C033,F005,R024,2026-09-30,11:00,12:00,scheduled,LMS
SCH_0426,C080,F016,R028,2026-09-26,14:00,15:00,scheduled,LMS
SCH_0427,C100,F015,R022,2026-10-04,16:00,17:00,scheduled,LMS
SCH_0428,C027,F050,R008,2026-09-26,14:00,15:00,scheduled,LMS
SCH_0429,C013,F025,R007,2026-09-28,16:00,17:00,scheduled,LMS
SCH_0430,C081,F045,R028,2026-09-24,10:00,11:00,scheduled,LMS
SCH_0431,C073,F022,R002,2026-09-27,10:00,11:00,scheduled,LMS
SCH_0432,C070,F001,R010,2026-09-25,15:00,16:00,scheduled,LMS
SCH_0433,C064,F020,R003,2026-09-26,09:00,10:00,scheduled,LMS
SCH_0434,C063,F029,R001,2026-09-24,16:00,17:00,scheduled,LMS
SCH_0435,C081,F045,R014,2026-09-26,12:00,13:00,scheduled,LMS
SCH_0436,C064,F020,R023,2026-09-26,14:00,15:00,scheduled,LMS
SCH_0437,C005,F012,R012,2026-09-23,12:00,13:00,scheduled,LMS
SCH_0438,C045,F048,R018,2026-09-28,11:00,12:00,scheduled,LMS
SCH_0439,C098,F029,R015,2026-09-25,16:00,17:00,scheduled,LMS
SCH_0440,C030,F040,R009,2026-09-27,17:00,18:00,scheduled,LMS
SCH_0441,C032,F050,R021,2026-10-04,16:00,17:00,scheduled,LMS
SCH_0442,C044,F018,R001,2026-10-02,11:00,12:00,scheduled,LMS
SCH_0443,C011,F012,R024,2026-09-23,16:00,17:00,scheduled,LMS
SCH_0444,C092,F022,R024,2026-10-02,17:00,18:00,scheduled,LMS
SCH_0445,C082,F045,R013,2026-09-27,10:00,11:00,scheduled,LMS
SCH_0446,C045,F048,R006,2026-09-28,14:00,15:00,scheduled,LMS
SCH_0447,C047,F002,R007,2026-10-01,17:00,18:00,scheduled,LMS
SCH_0448,C005,F012,R013,2026-09-30,09:00,10:00,scheduled,LMS
SCH_0449,C100,F015,R007,2026-09-25,15:00,16:00,scheduled,LMS
SCH_0450,C025,F030,R017,2026-10-03,15:00,16:00,scheduled,LMS
SCH_0451,C079,F049,R005,2026-09-23,11:00,12:00,scheduled,LMS
SCH_0452,C063,F029,R016,2026-09-25,11:00,12:00,scheduled,LMS
SCH_0453,C062,F032,R024,2026-10-02,09:00,10:00,scheduled,LMS
SCH_0454,C069,F007,R012,2026-09-26,16:00,17:00,scheduled,LMS
SCH_0455,C037,F049,R009,2026-09-25,11:00,12:00,scheduled,LMS
SCH_0456,C066,F020,R004,2026-09-26,14:00,15:00,scheduled,LMS
SCH_0457,C094,F030,R005,2026-09-30,17:00,18:00,scheduled,LMS
SCH_0458,C064,F020,R030,2026-09-29,09:00,10:00,scheduled,LMS
SCH_0459,C090,F031,R030,2026-09-27,14:00,15:00,scheduled,LMS
SCH_0460,C097,F049,R007,2026-09-24,17:00,18:00,scheduled,LMS
SCH_0461,C099,F046,R005,2026-09-22,16:00,17:00,scheduled,LMS
SCH_0462,C024,F010,R009,2026-09-21,12:00,13:00,scheduled,LMS
SCH_0463,C021,F030,R008,2026-09-25,17:00,18:00,scheduled,LMS
SCH_0464,C045,F048,R004,2026-09-24,10:00,11:00,scheduled,LMS
SCH_0465,C055,F007,R022,2026-09-22,16:00,17:00,scheduled,LMS
SCH_0466,C087,F033,R019,2026-09-21,10:00,11:00,scheduled,LMS
SCH_0467,C062,F032,R021,2026-09-26,16:00,17:00,scheduled,LMS
SCH_0468,C007,F025,R022,2026-10-04,15:00,16:00,scheduled,LMS
SCH_0469,C036,F014,R006,2026-09-24,15:00,16:00,scheduled,LMS
SCH_0470,C007,F025,R030,2026-09-23,10:00,11:00,scheduled,LMS
SCH_0471,C020,F019,R027,2026-09-22,15:00,16:00,scheduled,LMS
SCH_0472,C025,F030,R020,2026-09-25,11:00,12:00,scheduled,LMS
SCH_0473,C015,F024,R028,2026-09-25,09:00,10:00,scheduled,LMS
SCH_0474,C082,F045,R004,2026-09-22,15:00,16:00,scheduled,LMS
SCH_0475,C070,F001,R029,2026-09-21,14:00,15:00,scheduled,LMS
SCH_0476,C089,F049,R003,2026-09-24,17:00,18:00,scheduled,LMS
SCH_0477,C077,F050,R004,2026-09-30,09:00,10:00,scheduled,LMS
SCH_0478,C088,F048,R003,2026-10-02,16:00,17:00,scheduled,LMS
SCH_0479,C041,F040,R007,2026-10-04,09:00,10:00,scheduled,LMS
SCH_0480,C038,F049,R027,2026-09-29,12:00,13:00,scheduled,LMS
SCH_0481,C065,F028,R024,2026-09-26,15:00,16:00,scheduled,LMS
SCH_0482,C064,F020,R030,2026-09-26,12:00,13:00,scheduled,LMS
SCH_0483,C034,F009,R028,2026-09-27,14:00,15:00,scheduled,LMS
SCH_0484,C049,F039,R012,2026-09-26,14:00,15:00,scheduled,LMS
SCH_0485,C075,F010,R003,2026-10-01,17:00,18:00,scheduled,LMS
SCH_0486,C078,F020,R001,2026-09-26,17:00,18:00,scheduled,LMS
SCH_0487,C099,F046,R007,2026-09-30,17:00,18:00,scheduled,LMS
SCH_0488,C078,F020,R010,2026-09-25,11:00,12:00,scheduled,LMS
SCH_0489,C083,F041,R022,2026-09-26,14:00,15:00,scheduled,LMS
SCH_0490,C089,F049,R016,2026-09-23,09:00,10:00,scheduled,LMS
SCH_0491,C071,F036,R007,2026-10-02,14:00,15:00,scheduled,LMS
SCH_0492,C076,F008,R009,2026-09-24,16:00,17:00,scheduled,LMS
SCH_0493,C001,F035,R019,2026-09-29,11:00,12:00,scheduled,LMS
SCH_0494,C025,F030,R008,2026-10-03,17:00,18:00,scheduled,LMS
SCH_0495,C013,F025,R010,2026-09-26,16:00,17:00,scheduled,LMS
SCH_0496,C007,F025,R005,2026-09-29,14:00,15:00,scheduled,LMS
SCH_0497,C034,F009,R001,2026-09-30,17:00,18:00,scheduled,LMS
SCH_0498,C077,F050,R004,2026-10-01,15:00,16:00,scheduled,LMS
SCH_0499,C030,F040,R017,2026-09-21,17:00,18:00,scheduled,LMS
SCH_0500,C095,F033,R015,2026-09-29,16:00,17:00,scheduled,LMS
