sensor_id,timestamp,room_id,occupancy_count,power_kw,temperature_c,source_system
SENS_R015,2026-08-27T06:00:00,R015,10,1.62,24.25,IoT
SENS_R016,2026-08-27T06:00:00,R016,30,2.0,26.05,IoT
SENS_R017,2026-08-27T06:00:00,R017,6,0.78,24.89,IoT
SENS_R018,2026-08-27T06:00:00,R018,20,1.43,25.11,IoT
SENS_R019,2026-08-27T06:00:00,R019,8,0.86,23.57,IoT
SENS_R020,2026-08-27T06:00:00,R020,11,1.21,23.29,IoT
SENS_R021,2026-08-27T06:00:00,R021,21,1.34,23.14,IoT
SENS_R022,2026-08-27T06:00:00,R022,19,1.71,24.2,IoT
SENS_R023,2026-08-27T06:00:00,R023,5,1.4,25.71,IoT
SENS_R024,2026-08-27T06:00:00,R024,5,1.18,25.36,IoT
SENS_R025,2026-08-27T06:00:00,R025,12,1.18,22.18,IoT
SENS_R026,2026-08-27T06:00:00,R026,3,0.56,23.51,IoT
SENS_R027,2026-08-27T06:00:00,R027,32,1.18,22.98,IoT
SENS_R028,2026-08-27T06:00:00,R028,10,1.45,24.41,IoT
SENS_R029,2026-08-27T06:00:00,R029,37,1.62,22.46,IoT
SENS_R030,2026-08-27T06:00:00,R030,31,2.03,24.68,IoT
SENS_R001,2026-08-27T07:00:00,R001,8,1.73,24.95,IoT
SENS_R002,2026-08-27T07:00:00,R002,21,1.24,24.73,IoT
SENS_R003,2026-08-27T07:00:00,R003,35,1.95,24.16,IoT
SENS_R004,2026-08-27T07:00:00,R004,32,2.35,25.11,IoT
SENS_R005,2026-08-27T07:00:00,R005,16,1.17,23.44,IoT
SENS_R006,2026-08-27T07:00:00,R006,15,2.13,24.81,IoT
SENS_R007,2026-08-27T07:00:00,R007,9,1.49,24.48,IoT
SENS_R008,2026-08-27T07:00:00,R008,14,1.17,23.81,IoT
SENS_R009,2026-08-27T07:00:00,R009,12,1.1,22.73,IoT
SENS_R010,2026-08-27T07:00:00,R010,17,1.34,25.56,IoT
SENS_R011,2026-08-27T07:00:00,R011,10,1.18,24.01,IoT
SENS_R012,2026-08-27T07:00:00,R012,15,1.46,22.72,IoT
SENS_R013,2026-08-27T07:00:00,R013,40,2.16,25.14,IoT
SENS_R014,2026-08-27T07:00:00,R014,12,1.64,24.59,IoT
SENS_R015,2026-08-27T07:00:00,R015,8,1.31,24.29,IoT
SENS_R016,2026-08-27T07:00:00,R016,29,1.65,23.31,IoT
SENS_R017,2026-08-27T07:00:00,R017,16,1.77,25.0,IoT
SENS_R018,2026-08-27T07:00:00,R018,12,1.16,23.66,IoT
SENS_R019,2026-08-27T07:00:00,R019,21,1.96,25.77,IoT
SENS_R020,2026-08-27T07:00:00,R020,19,2.3,23.89,IoT
SENS_R021,2026-08-27T07:00:00,R021,12,1.32,24.78,IoT
SENS_R022,2026-08-27T07:00:00,R022,23,2.08,24.22,IoT
SENS_R023,2026-08-27T07:00:00,R023,6,1.19,24.86,IoT
SENS_R024,2026-08-27T07:00:00,R024,13,1.3,24.72,IoT
SENS_R025,2026-08-27T07:00:00,R025,28,1.52,24.24,IoT
SENS_R026,2026-08-27T07:00:00,R026,20,2.36,24.07,IoT
SENS_R027,2026-08-27T07:00:00,R027,50,1.85,24.35,IoT
SENS_R028,2026-08-27T07:00:00,R028,9,1.45,23.95,IoT
SENS_R029,2026-08-27T07:00:00,R029,17,0.8,24.14,IoT
SENS_R030,2026-08-27T07:00:00,R030,28,2.5,25.2,IoT
SENS_R001,2026-08-27T08:00:00,R001,18,2.2,24.4,IoT
SENS_R002,2026-08-27T08:00:00,R002,99,4.14,26.89,IoT
SENS_R003,2026-08-27T08:00:00,R003,65,2.94,25.44,IoT
SENS_R004,2026-08-27T08:00:00,R004,41,2.27,25.59,IoT
SENS_R005,2026-08-27T08:00:00,R005,67,2.79,24.99,IoT
SENS_R006,2026-08-27T08:00:00,R006,15,1.9,22.64,IoT
SENS_R007,2026-08-27T08:00:00,R007,30,3.43,25.02,IoT
SENS_R008,2026-08-27T08:00:00,R008,87,3.81,27.38,IoT
SENS_R009,2026-08-27T08:00:00,R009,21,2.42,25.16,IoT
SENS_R010,2026-08-27T08:00:00,R010,50,3.59,24.83,IoT
SENS_R011,2026-08-27T08:00:00,R011,79,3.57,24.4,IoT
SENS_R012,2026-08-27T08:00:00,R012,48,3.45,25.21,IoT
SENS_R013,2026-08-27T08:00:00,R013,83,3.05,25.38,IoT
SENS_R014,2026-08-27T08:00:00,R014,29,2.75,23.86,IoT
SENS_R015,2026-08-27T08:00:00,R015,21,2.91,25.11,IoT
SENS_R016,2026-08-27T08:00:00,R016,73,4.03,27.97,IoT
SENS_R017,2026-08-27T08:00:00,R017,32,2.32,24.27,IoT
SENS_R018,2026-08-27T08:00:00,R018,80,3.63,25.24,IoT
SENS_R019,2026-08-27T08:00:00,R019,38,2.89,25.47,IoT
SENS_R020,2026-08-27T08:00:00,R020,25,2.26,25.97,IoT
SENS_R021,2026-08-27T08:00:00,R021,68,4.41,26.58,IoT
SENS_R022,2026-08-27T08:00:00,R022,54,3.75,24.67,IoT
SENS_R023,2026-08-27T08:00:00,R023,18,2.41,24.94,IoT
SENS_R024,2026-08-27T08:00:00,R024,18,1.48,25.07,IoT
SENS_R025,2026-08-27T08:00:00,R025,80,2.86,25.86,IoT
SENS_R026,2026-08-27T08:00:00,R026,21,2.52,24.41,IoT
SENS_R027,2026-08-27T08:00:00,R027,130,3.65,26.15,IoT
SENS_R028,2026-08-27T08:00:00,R028,36,3.3,26.57,IoT
SENS_R029,2026-08-27T08:00:00,R029,68,2.62,26.54,IoT
SENS_R030,2026-08-27T08:00:00,R030,56,3.29,26.79,IoT
SENS_R001,2026-08-27T09:00:00,R001,17,2.02,24.58,IoT
SENS_R002,2026-08-27T09:00:00,R002,39,1.77,24.23,IoT
SENS_R003,2026-08-27T09:00:00,R003,96,4.28,26.31,IoT
SENS_R004,2026-08-27T09:00:00,R004,28,2.05,23.35,IoT
SENS_R005,2026-08-27T09:00:00,R005,63,3.18,25.71,IoT
SENS_R006,2026-08-27T09:00:00,R006,32,2.92,25.32,IoT
SENS_R007,2026-08-27T09:00:00,R007,16,2.29,25.83,IoT
SENS_R008,2026-08-27T09:00:00,R008,73,3.31,25.37,IoT
SENS_R009,2026-08-27T09:00:00,R009,38,3.01,25.58,IoT
SENS_R010,2026-08-27T09:00:00,R010,48,2.77,26.89,IoT
SENS_R011,2026-08-27T09:00:00,R011,83,3.28,26.98,IoT
SENS_R012,2026-08-27T09:00:00,R012,43,2.92,25.49,IoT
SENS_R013,2026-08-27T09:00:00,R013,98,3.28,26.49,IoT
SENS_R014,2026-08-27T09:00:00,R014,15,1.9,25.19,IoT
SENS_R015,2026-08-27T09:00:00,R015,29,3.32,24.26,IoT
SENS_R016,2026-08-27T09:00:00,R016,50,3.21,25.28,IoT
SENS_R017,2026-08-27T09:00:00,R017,48,3.12,25.12,IoT
SENS_R018,2026-08-27T09:00:00,R018,65,2.71,23.56,IoT
SENS_R019,2026-08-27T09:00:00,R019,55,3.87,26.05,IoT
SENS_R020,2026-08-27T09:00:00,R020,49,3.38,24.75,IoT
SENS_R021,2026-08-27T09:00:00,R021,48,3.57,26.99,IoT
SENS_R022,2026-08-27T09:00:00,R022,57,3.36,24.96,IoT
SENS_R023,2026-08-27T09:00:00,R023,20,2.48,25.47,IoT
SENS_R024,2026-08-27T09:00:00,R024,44,3.19,25.17,IoT
SENS_R025,2026-08-27T09:00:00,R025,83,3.4,25.64,IoT
SENS_R026,2026-08-27T09:00:00,R026,20,2.58,24.85,IoT
SENS_R027,2026-08-27T09:00:00,R027,83,2.98,25.17,IoT
SENS_R028,2026-08-27T09:00:00,R028,18,1.97,24.46,IoT
SENS_R029,2026-08-27T09:00:00,R029,108,3.14,25.57,IoT
SENS_R030,2026-08-27T09:00:00,R030,62,3.57,27.34,IoT
SENS_R001,2026-08-27T10:00:00,R001,29,3.5,25.53,IoT
SENS_R002,2026-08-27T10:00:00,R002,91,3.28,24.57,IoT
SENS_R003,2026-08-27T10:00:00,R003,88,3.43,25.04,IoT
SENS_R004,2026-08-27T10:00:00,R004,57,2.55,25.56,IoT
SENS_R005,2026-08-27T10:00:00,R005,29,1.3,24.1,IoT
SENS_R006,2026-08-27T10:00:00,R006,14,1.9,25.32,IoT
SENS_R007,2026-08-27T10:00:00,R007,23,2.44,25.62,IoT
SENS_R008,2026-08-27T10:00:00,R008,73,3.24,25.66,IoT
SENS_R009,2026-08-27T10:00:00,R009,42,3.28,25.47,IoT
SENS_R010,2026-08-27T10:00:00,R010,33,2.72,25.6,IoT
SENS_R011,2026-08-27T10:00:00,R011,40,2.0,25.14,IoT
SENS_R012,2026-08-27T10:00:00,R012,33,2.18,24.18,IoT
SENS_R013,2026-08-27T10:00:00,R013,78,2.38,26.18,IoT
SENS_R014,2026-08-27T10:00:00,R014,29,2.74,24.95,IoT
SENS_R015,2026-08-27T10:00:00,R015,25,3.49,26.6,IoT
SENS_R016,2026-08-27T10:00:00,R016,66,3.99,25.59,IoT
SENS_R017,2026-08-27T10:00:00,R017,45,2.66,25.66,IoT
SENS_R018,2026-08-27T10:00:00,R018,72,3.28,24.35,IoT
SENS_R019,2026-08-27T10:00:00,R019,40,2.93,24.48,IoT
SENS_R020,2026-08-27T10:00:00,R020,23,2.48,25.04,IoT
SENS_R021,2026-08-27T10:00:00,R021,42,2.69,25.35,IoT
SENS_R022,2026-08-27T10:00:00,R022,34,2.47,24.34,IoT
SENS_R023,2026-08-27T10:00:00,R023,32,3.63,26.83,IoT
SENS_R024,2026-08-27T10:00:00,R024,24,1.7,24.25,IoT
SENS_R025,2026-08-27T10:00:00,R025,72,3.08,25.18,IoT
SENS_R026,2026-08-27T10:00:00,R026,21,2.3,22.86,IoT
SENS_R027,2026-08-27T10:00:00,R027,52,2.5,24.44,IoT
SENS_R028,2026-08-27T10:00:00,R028,35,3.07,25.73,IoT
SENS_R029,2026-08-27T10:00:00,R029,149,4.19,27.03,IoT
SENS_R030,2026-08-27T10:00:00,R030,27,1.91,25.43,IoT
SENS_R001,2026-08-27T11:00:00,R001,23,3.1,27.14,IoT
SENS_R002,2026-08-27T11:00:00,R002,67,2.66,24.89,IoT
SENS_R003,2026-08-27T11:00:00,R003,58,2.47,25.33,IoT
SENS_R004,2026-08-27T11:00:00,R004,76,3.31,25.62,IoT
SENS_R005,2026-08-27T11:00:00,R005,67,3.65,26.34,IoT
SENS_R006,2026-08-27T11:00:00,R006,32,3.14,26.38,IoT
SENS_R007,2026-08-27T11:00:00,R007,30,3.29,26.11,IoT
SENS_R008,2026-08-27T11:00:00,R008,92,3.78,26.41,IoT
SENS_R009,2026-08-27T11:00:00,R009,30,2.01,25.12,IoT
SENS_R010,2026-08-27T11:00:00,R010,46,3.21,25.37,IoT
SENS_R011,2026-08-27T11:00:00,R011,68,3.07,25.47,IoT
SENS_R012,2026-08-27T11:00:00,R012,32,2.13,25.87,IoT
SENS_R013,2026-08-27T11:00:00,R013,115,3.62,24.65,IoT
SENS_R014,2026-08-27T11:00:00,R014,22,2.47,25.19,IoT
SENS_R015,2026-08-27T11:00:00,R015,24,2.51,25.38,IoT
SENS_R016,2026-08-27T11:00:00,R016,51,3.37,26.24,IoT
SENS_R017,2026-08-27T11:00:00,R017,55,3.66,26.02,IoT
SENS_R018,2026-08-27T11:00:00,R018,70,3.09,25.4,IoT
SENS_R019,2026-08-27T11:00:00,R019,48,3.38,24.75,IoT
SENS_R020,2026-08-27T11:00:00,R020,38,2.89,24.88,IoT
SENS_R021,2026-08-27T11:00:00,R021,41,2.97,24.97,IoT
SENS_R022,2026-08-27T11:00:00,R022,32,2.12,24.87,IoT
SENS_R023,2026-08-27T11:00:00,R023,21,2.5,25.01,IoT
SENS_R024,2026-08-27T11:00:00,R024,43,3.21,26.08,IoT
SENS_R025,2026-08-27T11:00:00,R025,67,2.81,26.08,IoT
SENS_R026,2026-08-27T11:00:00,R026,32,2.74,24.38,IoT
SENS_R027,2026-08-27T11:00:00,R027,47,1.77,23.4,IoT
SENS_R028,2026-08-27T11:00:00,R028,28,2.78,25.96,IoT
SENS_R029,2026-08-27T11:00:00,R029,84,3.25,25.14,IoT
SENS_R030,2026-08-27T11:00:00,R030,60,3.69,25.11,IoT
SENS_R001,2026-08-27T12:00:00,R001,21,2.41,24.14,IoT
SENS_R002,2026-08-27T12:00:00,R002,53,2.3,25.38,IoT
SENS_R003,2026-08-27T12:00:00,R003,108,4.29,25.61,IoT
SENS_R004,2026-08-27T12:00:00,R004,66,2.93,25.54,IoT
SENS_R005,2026-08-27T12:00:00,R005,61,3.21,27.36,IoT
SENS_R006,2026-08-27T12:00:00,R006,29,2.69,25.81,IoT
SENS_R007,2026-08-27T12:00:00,R007,15,2.47,23.94,IoT
SENS_R008,2026-08-27T12:00:00,R008,78,3.22,24.85,IoT
SENS_R009,2026-08-27T12:00:00,R009,24,2.18,25.3,IoT
SENS_R010,2026-08-27T12:00:00,R010,58,3.43,26.3,IoT
SENS_R011,2026-08-27T12:00:00,R011,45,2.26,24.07,IoT
SENS_R012,2026-08-27T12:00:00,R012,60,3.25,25.88,IoT
SENS_R013,2026-08-27T12:00:00,R013,62,2.07,24.71,IoT
SENS_R014,2026-08-27T12:00:00,R014,39,3.79,26.28,IoT
SENS_R015,2026-08-27T12:00:00,R015,20,2.77,24.52,IoT
SENS_R016,2026-08-27T12:00:00,R016,64,4.11,27.63,IoT
SENS_R017,2026-08-27T12:00:00,R017,46,3.31,26.37,IoT
SENS_R018,2026-08-27T12:00:00,R018,93,4.3,26.54,IoT
SENS_R019,2026-08-27T12:00:00,R019,54,3.38,26.35,IoT
SENS_R020,2026-08-27T12:00:00,R020,39,3.15,25.62,IoT
SENS_R021,2026-08-27T12:00:00,R021,39,2.04,24.12,IoT
SENS_R022,2026-08-27T12:00:00,R022,57,3.33,26.44,IoT
SENS_R023,2026-08-27T12:00:00,R023,18,2.5,25.66,IoT
SENS_R024,2026-08-27T12:00:00,R024,36,2.42,24.74,IoT
SENS_R025,2026-08-27T12:00:00,R025,45,2.35,23.77,IoT
SENS_R026,2026-08-27T12:00:00,R026,32,2.6,25.07,IoT
SENS_R027,2026-08-27T12:00:00,R027,58,2.14,24.89,IoT
SENS_R028,2026-08-27T12:00:00,R028,34,3.16,25.33,IoT
SENS_R029,2026-08-27T12:00:00,R029,129,3.9,25.4,IoT
SENS_R030,2026-08-27T12:00:00,R030,50,3.2,24.07,IoT
SENS_R001,2026-08-27T13:00:00,R001,31,3.78,26.46,IoT
SENS_R002,2026-08-27T13:00:00,R002,93,3.51,25.65,IoT
SENS_R003,2026-08-27T13:00:00,R003,76,2.48,24.52,IoT
SENS_R004,2026-08-27T13:00:00,R004,42,2.06,24.23,IoT
SENS_R005,2026-08-27T13:00:00,R005,91,4.26,25.32,IoT
SENS_R006,2026-08-27T13:00:00,R006,27,2.68,24.47,IoT
SENS_R007,2026-08-27T13:00:00,R007,20,3.08,26.7,IoT
SENS_R008,2026-08-27T13:00:00,R008,58,2.64,25.71,IoT
SENS_R009,2026-08-27T13:00:00,R009,22,1.92,24.89,IoT
SENS_R010,2026-08-27T13:00:00,R010,30,2.21,23.86,IoT
SENS_R011,2026-08-27T13:00:00,R011,51,2.99,25.34,IoT
SENS_R012,2026-08-27T13:00:00,R012,57,3.33,24.4,IoT
SENS_R013,2026-08-27T13:00:00,R013,86,2.76,25.12,IoT
SENS_R014,2026-08-27T13:00:00,R014,40,3.33,25.96,IoT
SENS_R015,2026-08-27T13:00:00,R015,13,1.89,24.93,IoT
SENS_R016,2026-08-27T13:00:00,R016,62,3.79,26.55,IoT
SENS_R017,2026-08-27T13:00:00,R017,34,2.81,24.87,IoT
SENS_R018,2026-08-27T13:00:00,R018,47,2.05,25.51,IoT
SENS_R019,2026-08-27T13:00:00,R019,39,2.98,24.24,IoT
SENS_R020,2026-08-27T13:00:00,R020,26,2.06,24.68,IoT
SENS_R021,2026-08-27T13:00:00,R021,44,3.03,25.24,IoT
SENS_R022,2026-08-27T13:00:00,R022,53,3.04,24.49,IoT
SENS_R023,2026-08-27T13:00:00,R023,19,2.54,26.03,IoT
SENS_R024,2026-08-27T13:00:00,R024,44,2.37,24.9,IoT
SENS_R025,2026-08-27T13:00:00,R025,44,1.8,24.66,IoT
SENS_R026,2026-08-27T13:00:00,R026,27,2.66,23.83,IoT
SENS_R027,2026-08-27T13:00:00,R027,128,3.7,26.1,IoT
SENS_R028,2026-08-27T13:00:00,R028,16,2.22,24.86,IoT
SENS_R029,2026-08-27T13:00:00,R029,67,2.53,26.55,IoT
SENS_R030,2026-08-27T13:00:00,R030,23,2.03,24.01,IoT
SENS_R001,2026-08-27T14:00:00,R001,29,3.2,25.49,IoT
SENS_R002,2026-08-27T14:00:00,R002,82,3.16,25.58,IoT
SENS_R003,2026-08-27T14:00:00,R003,54,2.77,25.18,IoT
SENS_R004,2026-08-27T14:00:00,R004,84,3.71,26.67,IoT
SENS_R005,2026-08-27T14:00:00,R005,73,3.22,25.39,IoT
SENS_R006,2026-08-27T14:00:00,R006,27,2.51,23.68,IoT
SENS_R007,2026-08-27T14:00:00,R007,33,3.45,26.55,IoT
SENS_R008,2026-08-27T14:00:00,R008,54,2.74,25.89,IoT
SENS_R009,2026-08-27T14:00:00,R009,38,3.59,25.83,IoT
SENS_R010,2026-08-27T14:00:00,R010,19,1.69,23.47,IoT
SENS_R011,2026-08-27T14:00:00,R011,53,2.78,26.04,IoT
SENS_R012,2026-08-27T14:00:00,R012,57,3.68,25.99,IoT
SENS_R013,2026-08-27T14:00:00,R013,68,2.62,25.59,IoT
SENS_R014,2026-08-27T14:00:00,R014,18,1.82,23.7,IoT
SENS_R015,2026-08-27T14:00:00,R015,17,1.95,23.31,IoT
SENS_R016,2026-08-27T14:00:00,R016,39,2.67,25.18,IoT
SENS_R017,2026-08-27T14:00:00,R017,32,2.62,24.65,IoT
SENS_R018,2026-08-27T14:00:00,R018,77,3.21,26.58,IoT
SENS_R019,2026-08-27T14:00:00,R019,59,3.42,25.31,IoT
SENS_R020,2026-08-27T14:00:00,R020,28,2.34,24.67,IoT
SENS_R021,2026-08-27T14:00:00,R021,34,2.64,26.04,IoT
SENS_R022,2026-08-27T14:00:00,R022,20,1.44,23.99,IoT
SENS_R023,2026-08-27T14:00:00,R023,24,2.46,24.25,IoT
SENS_R024,2026-08-27T14:00:00,R024,49,3.65,25.65,IoT
SENS_R025,2026-08-27T14:00:00,R025,69,2.96,25.07,IoT
SENS_R026,2026-08-27T14:00:00,R026,16,1.94,25.11,IoT
SENS_R027,2026-08-27T14:00:00,R027,121,3.52,25.52,IoT
SENS_R028,2026-08-27T14:00:00,R028,28,2.86,25.29,IoT
SENS_R029,2026-08-27T14:00:00,R029,129,4.11,27.39,IoT
SENS_R030,2026-08-27T14:00:00,R030,54,2.95,25.48,IoT
SENS_R001,2026-08-27T15:00:00,R001,32,3.61,26.69,IoT
SENS_R002,2026-08-27T15:00:00,R002,75,2.92,24.61,IoT
SENS_R003,2026-08-27T15:00:00,R003,98,3.62,26.19,IoT
SENS_R004,2026-08-27T15:00:00,R004,75,3.46,26.24,IoT
SENS_R005,2026-08-27T15:00:00,R005,69,3.19,25.99,IoT
SENS_R006,2026-08-27T15:00:00,R006,32,2.68,25.59,IoT
SENS_R007,2026-08-27T15:00:00,R007,25,3.38,26.88,IoT
SENS_R008,2026-08-27T15:00:00,R008,75,3.64,27.36,IoT
SENS_R009,2026-08-27T15:00:00,R009,47,3.57,25.13,IoT
SENS_R010,2026-08-27T15:00:00,R010,45,2.67,24.04,IoT
SENS_R011,2026-08-27T15:00:00,R011,82,3.76,26.73,IoT
SENS_R012,2026-08-27T15:00:00,R012,65,3.81,26.03,IoT
SENS_R013,2026-08-27T15:00:00,R013,75,2.66,26.13,IoT
SENS_R014,2026-08-27T15:00:00,R014,31,3.44,24.81,IoT
SENS_R015,2026-08-27T15:00:00,R015,21,2.84,25.32,IoT
SENS_R016,2026-08-27T15:00:00,R016,63,3.4,25.09,IoT
SENS_R017,2026-08-27T15:00:00,R017,62,3.84,25.46,IoT
SENS_R018,2026-08-27T15:00:00,R018,26,1.65,24.23,IoT
SENS_R019,2026-08-27T15:00:00,R019,51,3.01,25.61,IoT
SENS_R020,2026-08-27T15:00:00,R020,24,2.39,26.09,IoT
SENS_R021,2026-08-27T15:00:00,R021,50,3.19,25.45,IoT
SENS_R022,2026-08-27T15:00:00,R022,42,2.6,24.26,IoT
SENS_R023,2026-08-27T15:00:00,R023,26,3.29,27.03,IoT
SENS_R024,2026-08-27T15:00:00,R024,28,2.26,24.46,IoT
SENS_R025,2026-08-27T15:00:00,R025,87,3.28,24.95,IoT
SENS_R026,2026-08-27T15:00:00,R026,36,3.24,27.13,IoT
SENS_R027,2026-08-27T15:00:00,R027,88,2.84,24.55,IoT
SENS_R028,2026-08-27T15:00:00,R028,40,4.03,25.22,IoT
SENS_R029,2026-08-27T15:00:00,R029,88,3.25,25.49,IoT
SENS_R030,2026-08-27T15:00:00,R030,42,3.01,25.51,IoT
SENS_R001,2026-08-27T16:00:00,R001,25,2.94,25.1,IoT
SENS_R002,2026-08-27T16:00:00,R002,66,2.74,24.74,IoT
SENS_R003,2026-08-27T16:00:00,R003,50,2.29,25.05,IoT
SENS_R004,2026-08-27T16:00:00,R004,61,2.84,24.51,IoT
SENS_R005,2026-08-27T16:00:00,R005,76,3.79,24.44,IoT
SENS_R006,2026-08-27T16:00:00,R006,32,2.92,25.19,IoT
SENS_R007,2026-08-27T16:00:00,R007,25,3.04,25.14,IoT
SENS_R008,2026-08-27T16:00:00,R008,74,3.87,27.04,IoT
SENS_R009,2026-08-27T16:00:00,R009,36,3.09,25.83,IoT
SENS_R010,2026-08-27T16:00:00,R010,43,3.1,25.54,IoT
SENS_R011,2026-08-27T16:00:00,R011,32,1.74,23.71,IoT
SENS_R012,2026-08-27T16:00:00,R012,65,3.84,25.83,IoT
SENS_R013,2026-08-27T16:00:00,R013,122,4.11,25.72,IoT
SENS_R014,2026-08-27T16:00:00,R014,39,3.51,25.12,IoT
SENS_R015,2026-08-27T16:00:00,R015,22,2.68,25.77,IoT
SENS_R016,2026-08-27T16:00:00,R016,53,2.71,25.95,IoT
SENS_R017,2026-08-27T16:00:00,R017,34,2.72,27.29,IoT
SENS_R018,2026-08-27T16:00:00,R018,52,2.52,25.15,IoT
SENS_R019,2026-08-27T16:00:00,R019,22,1.62,25.34,IoT
SENS_R020,2026-08-27T16:00:00,R020,35,3.02,24.35,IoT
SENS_R021,2026-08-27T16:00:00,R021,31,2.67,24.81,IoT
SENS_R022,2026-08-27T16:00:00,R022,23,1.23,22.92,IoT
SENS_R023,2026-08-27T16:00:00,R023,23,2.58,24.1,IoT
SENS_R024,2026-08-27T16:00:00,R024,33,2.09,26.43,IoT
SENS_R025,2026-08-27T16:00:00,R025,91,3.45,25.13,IoT
SENS_R026,2026-08-27T16:00:00,R026,36,3.36,26.23,IoT
SENS_R027,2026-08-27T16:00:00,R027,66,2.61,24.63,IoT
SENS_R028,2026-08-27T16:00:00,R028,32,2.76,25.35,IoT
SENS_R029,2026-08-27T16:00:00,R029,75,2.21,24.31,IoT
SENS_R030,2026-08-27T16:00:00,R030,61,3.42,26.07,IoT
SENS_R001,2026-08-27T17:00:00,R001,21,2.76,24.93,IoT
SENS_R002,2026-08-27T17:00:00,R002,63,2.36,26.37,IoT
SENS_R003,2026-08-27T17:00:00,R003,42,1.93,24.92,IoT
SENS_R004,2026-08-27T17:00:00,R004,67,3.15,24.66,IoT
SENS_R005,2026-08-27T17:00:00,R005,70,2.93,24.66,IoT
SENS_R006,2026-08-27T17:00:00,R006,32,2.86,25.39,IoT
SENS_R007,2026-08-27T17:00:00,R007,31,3.28,25.08,IoT
SENS_R008,2026-08-27T17:00:00,R008,50,3.11,25.95,IoT
SENS_R009,2026-08-27T17:00:00,R009,29,3.02,24.69,IoT
SENS_R010,2026-08-27T17:00:00,R010,32,2.22,25.06,IoT
SENS_R011,2026-08-27T17:00:00,R011,63,2.88,25.04,IoT
SENS_R012,2026-08-27T17:00:00,R012,37,2.31,25.87,IoT
SENS_R013,2026-08-27T17:00:00,R013,98,2.48,24.69,IoT
SENS_R014,2026-08-27T17:00:00,R014,30,3.14,26.42,IoT
SENS_R015,2026-08-27T17:00:00,R015,29,3.44,25.87,IoT
SENS_R016,2026-08-27T17:00:00,R016,54,3.31,26.22,IoT
SENS_R017,2026-08-27T17:00:00,R017,37,2.29,25.12,IoT
SENS_R018,2026-08-27T17:00:00,R018,32,2.02,25.22,IoT
SENS_R019,2026-08-27T17:00:00,R019,28,2.37,24.23,IoT
SENS_R020,2026-08-27T17:00:00,R020,41,3.37,26.54,IoT
SENS_R021,2026-08-27T17:00:00,R021,50,3.45,25.77,IoT
SENS_R022,2026-08-27T17:00:00,R022,26,1.86,24.24,IoT
SENS_R023,2026-08-27T17:00:00,R023,18,2.14,24.85,IoT
SENS_R024,2026-08-27T17:00:00,R024,43,2.98,27.17,IoT
SENS_R025,2026-08-27T17:00:00,R025,73,2.69,26.85,IoT
SENS_R026,2026-08-27T17:00:00,R026,24,2.38,25.48,IoT
SENS_R027,2026-08-27T17:00:00,R027,88,3.09,24.7,IoT
SENS_R028,2026-08-27T17:00:00,R028,26,2.41,25.91,IoT
SENS_R029,2026-08-27T17:00:00,R029,119,4.09,26.55,IoT
SENS_R030,2026-08-27T17:00:00,R030,32,2.22,25.53,IoT
SENS_R001,2026-08-27T18:00:00,R001,5,1.58,24.27,IoT
SENS_R002,2026-08-27T18:00:00,R002,10,1.25,24.27,IoT
SENS_R003,2026-08-27T18:00:00,R003,20,1.59,24.46,IoT
SENS_R004,2026-08-27T18:00:00,R004,15,1.21,24.3,IoT
SENS_R005,2026-08-27T18:00:00,R005,19,1.32,25.17,IoT
SENS_R006,2026-08-27T18:00:00,R006,8,1.32,26.04,IoT
SENS_R007,2026-08-27T18:00:00,R007,4,0.91,24.3,IoT
SENS_R008,2026-08-27T18:00:00,R008,6,1.09,23.18,IoT
SENS_R009,2026-08-27T18:00:00,R009,14,1.47,23.5,IoT
SENS_R010,2026-08-27T18:00:00,R010,13,1.52,24.57,IoT
SENS_R011,2026-08-27T18:00:00,R011,25,1.66,24.22,IoT
SENS_R012,2026-08-27T18:00:00,R012,7,0.98,23.05,IoT
SENS_R013,2026-08-27T18:00:00,R013,15,0.78,24.22,IoT
SENS_R014,2026-08-27T18:00:00,R014,8,1.55,22.6,IoT
SENS_R015,2026-08-27T18:00:00,R015,9,1.66,23.09,IoT
SENS_R016,2026-08-27T18:00:00,R016,38,2.58,25.0,IoT
SENS_R017,2026-08-27T18:00:00,R017,12,1.03,24.44,IoT
SENS_R018,2026-08-27T18:00:00,R018,19,1.49,24.24,IoT
SENS_R019,2026-08-27T18:00:00,R019,19,1.7,23.76,IoT
SENS_R020,2026-08-27T18:00:00,R020,4,0.65,22.45,IoT
SENS_R021,2026-08-27T18:00:00,R021,13,1.38,24.15,IoT
SENS_R022,2026-08-27T18:00:00,R022,14,1.42,24.2,IoT
SENS_R023,2026-08-27T18:00:00,R023,12,1.67,24.95,IoT
SENS_R024,2026-08-27T18:00:00,R024,13,1.46,23.99,IoT
SENS_R025,2026-08-27T18:00:00,R025,19,1.28,24.82,IoT
SENS_R026,2026-08-27T18:00:00,R026,7,1.27,24.22,IoT
SENS_R027,2026-08-27T18:00:00,R027,42,1.75,23.42,IoT
SENS_R028,2026-08-27T18:00:00,R028,8,1.5,25.08,IoT
SENS_R029,2026-08-27T18:00:00,R029,43,1.98,25.32,IoT
SENS_R030,2026-08-27T18:00:00,R030,27,1.83,25.2,IoT
SENS_R001,2026-08-27T19:00:00,R001,10,2.15,23.87,IoT
