student_id,course_id,relationship
S0347,C016,ENROLLED_IN
S0885,C017,ENROLLED_IN
S0649,C017,ENROLLED_IN
S0467,C017,ENROLLED_IN
S0708,C017,ENROLLED_IN
S0960,C017,ENROLLED_IN
S0383,C017,ENROLLED_IN
S0949,C017,ENROLLED_IN
S0644,C017,ENROLLED_IN
S0918,C017,ENROLLED_IN
S0574,C017,ENROLLED_IN
S0071,C017,ENROLLED_IN
S0223,C017,ENROLLED_IN
S0966,C017,ENROLLED_IN
S0481,C017,ENROLLED_IN
S0405,C017,ENROLLED_IN
S0343,C017,ENROLLED_IN
S0268,C017,ENROLLED_IN
S0969,C017,ENROLLED_IN
S0150,C017,ENROLLED_IN
S0169,C017,ENROLLED_IN
S0545,C017,ENROLLED_IN
S0563,C017,ENROLLED_IN
S0802,C017,ENROLLED_IN
S0602,C017,ENROLLED_IN
S0543,C017,ENROLLED_IN
S0792,C017,ENROLLED_IN
S0746,C017,ENROLLED_IN
S0155,C017,ENROLLED_IN
S0751,C017,ENROLLED_IN
S0050,C017,ENROLLED_IN
S0753,C017,ENROLLED_IN
S0581,C017,ENROLLED_IN
S0736,C017,ENROLLED_IN
S0456,C017,ENROLLED_IN
S0048,C017,ENROLLED_IN
S0242,C017,ENROLLED_IN
S0949,C018,ENROLLED_IN
S0192,C018,ENROLLED_IN
S0063,C018,ENROLLED_IN
S0536,C018,ENROLLED_IN
S0592,C018,ENROLLED_IN
S0927,C018,ENROLLED_IN
S0132,C018,ENROLLED_IN
S0226,C018,ENROLLED_IN
S0286,C018,ENROLLED_IN
S0930,C018,ENROLLED_IN
S0014,C018,ENROLLED_IN
S0591,C018,ENROLLED_IN
S0962,C018,ENROLLED_IN
S0307,C018,ENROLLED_IN
S0445,C018,ENROLLED_IN
S0936,C018,ENROLLED_IN
S0901,C018,ENROLLED_IN
S0088,C018,ENROLLED_IN
S0076,C018,ENROLLED_IN
S0648,C018,ENROLLED_IN
S0957,C018,ENROLLED_IN
S0483,C018,ENROLLED_IN
S0384,C018,ENROLLED_IN
S0222,C018,ENROLLED_IN
S0194,C018,ENROLLED_IN
S0500,C018,ENROLLED_IN
S0375,C018,ENROLLED_IN
S1000,C018,ENROLLED_IN
S0609,C018,ENROLLED_IN
S0914,C018,ENROLLED_IN
S0614,C018,ENROLLED_IN
S0015,C018,ENROLLED_IN
S0314,C018,ENROLLED_IN
S0960,C018,ENROLLED_IN
S0864,C018,ENROLLED_IN
S0012,C018,ENROLLED_IN
S0662,C018,ENROLLED_IN
S0553,C018,ENROLLED_IN
S0813,C018,ENROLLED_IN
S0442,C018,ENROLLED_IN
S0106,C018,ENROLLED_IN
S0085,C018,ENROLLED_IN
S0710,C018,ENROLLED_IN
S0598,C018,ENROLLED_IN
S0519,C018,ENROLLED_IN
S0645,C018,ENROLLED_IN
S0885,C018,ENROLLED_IN
S0439,C018,ENROLLED_IN
S0157,C018,ENROLLED_IN
S0418,C018,ENROLLED_IN
S0700,C018,ENROLLED_IN
S0764,C018,ENROLLED_IN
S0855,C018,ENROLLED_IN
S0414,C018,ENROLLED_IN
S0631,C018,ENROLLED_IN
S0766,C018,ENROLLED_IN
S0264,C018,ENROLLED_IN
S0202,C018,ENROLLED_IN
S0174,C018,ENROLLED_IN
S0991,C019,ENROLLED_IN
S0280,C019,ENROLLED_IN
S0914,C019,ENROLLED_IN
S0247,C019,ENROLLED_IN
S0270,C019,ENROLLED_IN
S0330,C019,ENROLLED_IN
S0158,C019,ENROLLED_IN
S0402,C019,ENROLLED_IN
S0735,C019,ENROLLED_IN
S0734,C019,ENROLLED_IN
S0613,C019,ENROLLED_IN
S0246,C019,ENROLLED_IN
S0097,C019,ENROLLED_IN
S0574,C019,ENROLLED_IN
S0064,C019,ENROLLED_IN
S0908,C019,ENROLLED_IN
S0026,C019,ENROLLED_IN
S0282,C019,ENROLLED_IN
S0398,C019,ENROLLED_IN
S0504,C019,ENROLLED_IN
S0934,C019,ENROLLED_IN
S0726,C019,ENROLLED_IN
S0630,C019,ENROLLED_IN
S0879,C019,ENROLLED_IN
S0291,C019,ENROLLED_IN
S0701,C019,ENROLLED_IN
S0374,C019,ENROLLED_IN
S0637,C019,ENROLLED_IN
S0417,C019,ENROLLED_IN
S0673,C019,ENROLLED_IN
S0732,C019,ENROLLED_IN
S0595,C019,ENROLLED_IN
S0980,C019,ENROLLED_IN
S1000,C019,ENROLLED_IN
S0901,C019,ENROLLED_IN
S0543,C019,ENROLLED_IN
S0541,C019,ENROLLED_IN
S0032,C019,ENROLLED_IN
S0455,C019,ENROLLED_IN
S0805,C019,ENROLLED_IN
S0189,C019,ENROLLED_IN
S0842,C019,ENROLLED_IN
S0281,C019,ENROLLED_IN
S0755,C019,ENROLLED_IN
S0083,C019,ENROLLED_IN
S0063,C019,ENROLLED_IN
S0274,C019,ENROLLED_IN
S0420,C019,ENROLLED_IN
S0198,C019,ENROLLED_IN
S0075,C019,ENROLLED_IN
S0757,C019,ENROLLED_IN
S0081,C019,ENROLLED_IN
S0481,C019,ENROLLED_IN
S0767,C019,ENROLLED_IN
S0983,C019,ENROLLED_IN
S0951,C019,ENROLLED_IN
S0072,C019,ENROLLED_IN
S0393,C019,ENROLLED_IN
S0607,C019,ENROLLED_IN
S0997,C019,ENROLLED_IN
S0191,C019,ENROLLED_IN
S0314,C019,ENROLLED_IN
S0946,C019,ENROLLED_IN
S0487,C019,ENROLLED_IN
S0773,C019,ENROLLED_IN
S0598,C019,ENROLLED_IN
S0268,C019,ENROLLED_IN
S0586,C019,ENROLLED_IN
S0743,C019,ENROLLED_IN
S0269,C019,ENROLLED_IN
S0197,C019,ENROLLED_IN
S0145,C019,ENROLLED_IN
S0686,C019,ENROLLED_IN
S0260,C019,ENROLLED_IN
S0476,C019,ENROLLED_IN
S0449,C019,ENROLLED_IN
S0474,C019,ENROLLED_IN
S0460,C019,ENROLLED_IN
S0300,C019,ENROLLED_IN
S0930,C019,ENROLLED_IN
S0477,C019,ENROLLED_IN
S0550,C019,ENROLLED_IN
S0179,C019,ENROLLED_IN
S0205,C019,ENROLLED_IN
S0865,C019,ENROLLED_IN
S0214,C019,ENROLLED_IN
S0846,C019,ENROLLED_IN
S0646,C019,ENROLLED_IN
S0693,C019,ENROLLED_IN
S0439,C019,ENROLLED_IN
S0909,C019,ENROLLED_IN
S0014,C019,ENROLLED_IN
S0446,C019,ENROLLED_IN
S0501,C019,ENROLLED_IN
S0492,C019,ENROLLED_IN
S0689,C019,ENROLLED_IN
S0886,C019,ENROLLED_IN
S0963,C019,ENROLLED_IN
S0111,C019,ENROLLED_IN
S0396,C020,ENROLLED_IN
S0281,C020,ENROLLED_IN
S0529,C020,ENROLLED_IN
S0739,C020,ENROLLED_IN
S0436,C020,ENROLLED_IN
S0625,C020,ENROLLED_IN
S0119,C020,ENROLLED_IN
S0274,C020,ENROLLED_IN
S0851,C020,ENROLLED_IN
S0403,C020,ENROLLED_IN
S0984,C020,ENROLLED_IN
S0734,C020,ENROLLED_IN
S0183,C020,ENROLLED_IN
S0543,C020,ENROLLED_IN
S0944,C020,ENROLLED_IN
S0339,C020,ENROLLED_IN
S0371,C020,ENROLLED_IN
S0706,C020,ENROLLED_IN
S0613,C020,ENROLLED_IN
S0464,C020,ENROLLED_IN
S0197,C020,ENROLLED_IN
S0388,C020,ENROLLED_IN
S0743,C020,ENROLLED_IN
S0872,C020,ENROLLED_IN
S0232,C020,ENROLLED_IN
S0033,C020,ENROLLED_IN
S0448,C020,ENROLLED_IN
S0993,C020,ENROLLED_IN
S0112,C020,ENROLLED_IN
S0447,C020,ENROLLED_IN
S0783,C020,ENROLLED_IN
S0784,C020,ENROLLED_IN
S0130,C020,ENROLLED_IN
S0110,C020,ENROLLED_IN
S0093,C020,ENROLLED_IN
S0025,C020,ENROLLED_IN
S0684,C020,ENROLLED_IN
S0867,C020,ENROLLED_IN
S0402,C020,ENROLLED_IN
S0550,C020,ENROLLED_IN
S0127,C020,ENROLLED_IN
S0584,C020,ENROLLED_IN
S0186,C020,ENROLLED_IN
S0592,C020,ENROLLED_IN
S0294,C020,ENROLLED_IN
S0259,C020,ENROLLED_IN
S0398,C020,ENROLLED_IN
S0361,C020,ENROLLED_IN
S0754,C020,ENROLLED_IN
S0476,C020,ENROLLED_IN
S0340,C020,ENROLLED_IN
S0812,C020,ENROLLED_IN
S0582,C020,ENROLLED_IN
S0777,C020,ENROLLED_IN
S0267,C020,ENROLLED_IN
S0715,C020,ENROLLED_IN
S0763,C021,ENROLLED_IN
S0507,C021,ENROLLED_IN
S0124,C021,ENROLLED_IN
S0217,C021,ENROLLED_IN
S0151,C021,ENROLLED_IN
S0910,C021,ENROLLED_IN
S0674,C021,ENROLLED_IN
S0382,C021,ENROLLED_IN
S0296,C021,ENROLLED_IN
S0697,C021,ENROLLED_IN
S0152,C021,ENROLLED_IN
S0917,C021,ENROLLED_IN
S0223,C021,ENROLLED_IN
S0933,C021,ENROLLED_IN
S0427,C021,ENROLLED_IN
S0228,C021,ENROLLED_IN
S0239,C021,ENROLLED_IN
S0329,C021,ENROLLED_IN
S0437,C021,ENROLLED_IN
S0899,C021,ENROLLED_IN
S0569,C021,ENROLLED_IN
S0875,C021,ENROLLED_IN
S0103,C021,ENROLLED_IN
S0585,C021,ENROLLED_IN
S0384,C021,ENROLLED_IN
S0458,C021,ENROLLED_IN
S0950,C021,ENROLLED_IN
S0034,C021,ENROLLED_IN
S0257,C021,ENROLLED_IN
S0809,C021,ENROLLED_IN
S0733,C021,ENROLLED_IN
S0563,C021,ENROLLED_IN
S0439,C021,ENROLLED_IN
S0579,C021,ENROLLED_IN
S0374,C021,ENROLLED_IN
S0699,C021,ENROLLED_IN
S0590,C021,ENROLLED_IN
S0773,C021,ENROLLED_IN
S0375,C021,ENROLLED_IN
S0826,C021,ENROLLED_IN
S0512,C021,ENROLLED_IN
S0506,C021,ENROLLED_IN
S0969,C021,ENROLLED_IN
S0825,C021,ENROLLED_IN
S0426,C021,ENROLLED_IN
S0212,C021,ENROLLED_IN
S0921,C021,ENROLLED_IN
S0480,C021,ENROLLED_IN
S0540,C021,ENROLLED_IN
S0572,C021,ENROLLED_IN
S0893,C021,ENROLLED_IN
S0867,C021,ENROLLED_IN
S0972,C021,ENROLLED_IN
S0518,C021,ENROLLED_IN
S0390,C021,ENROLLED_IN
S0349,C021,ENROLLED_IN
S0073,C021,ENROLLED_IN
S0481,C021,ENROLLED_IN
S0760,C021,ENROLLED_IN
S0901,C021,ENROLLED_IN
S0214,C021,ENROLLED_IN
S0716,C021,ENROLLED_IN
S0857,C021,ENROLLED_IN
S0162,C021,ENROLLED_IN
S0948,C021,ENROLLED_IN
S0916,C021,ENROLLED_IN
S0602,C021,ENROLLED_IN
S0181,C021,ENROLLED_IN
S0790,C021,ENROLLED_IN
S0016,C021,ENROLLED_IN
S0325,C021,ENROLLED_IN
S0851,C021,ENROLLED_IN
S0047,C022,ENROLLED_IN
S0640,C022,ENROLLED_IN
S0029,C022,ENROLLED_IN
S0913,C022,ENROLLED_IN
S0117,C022,ENROLLED_IN
S0173,C022,ENROLLED_IN
S0278,C022,ENROLLED_IN
S0270,C022,ENROLLED_IN
S0362,C022,ENROLLED_IN
S0051,C022,ENROLLED_IN
S0698,C022,ENROLLED_IN
S0004,C022,ENROLLED_IN
S0894,C022,ENROLLED_IN
S0823,C022,ENROLLED_IN
S0533,C022,ENROLLED_IN
S0929,C022,ENROLLED_IN
S0216,C022,ENROLLED_IN
S0768,C022,ENROLLED_IN
S0647,C022,ENROLLED_IN
S0495,C022,ENROLLED_IN
S0190,C022,ENROLLED_IN
S0567,C022,ENROLLED_IN
S0370,C022,ENROLLED_IN
S0319,C022,ENROLLED_IN
S0631,C022,ENROLLED_IN
S0617,C022,ENROLLED_IN
S0087,C022,ENROLLED_IN
S0371,C022,ENROLLED_IN
S0125,C022,ENROLLED_IN
S0552,C022,ENROLLED_IN
S0849,C022,ENROLLED_IN
S0015,C022,ENROLLED_IN
S0570,C022,ENROLLED_IN
S0560,C022,ENROLLED_IN
S0712,C022,ENROLLED_IN
S0210,C022,ENROLLED_IN
S0821,C022,ENROLLED_IN
S0076,C022,ENROLLED_IN
S0589,C022,ENROLLED_IN
S0292,C022,ENROLLED_IN
S0562,C022,ENROLLED_IN
S0798,C022,ENROLLED_IN
S0564,C022,ENROLLED_IN
S0893,C022,ENROLLED_IN
S0690,C022,ENROLLED_IN
S0050,C022,ENROLLED_IN
S0909,C022,ENROLLED_IN
S0298,C022,ENROLLED_IN
S0853,C022,ENROLLED_IN
S0770,C022,ENROLLED_IN
S0905,C022,ENROLLED_IN
S0661,C022,ENROLLED_IN
S0748,C022,ENROLLED_IN
S0352,C022,ENROLLED_IN
S0416,C022,ENROLLED_IN
S0311,C022,ENROLLED_IN
S0257,C022,ENROLLED_IN
S0611,C022,ENROLLED_IN
S0425,C022,ENROLLED_IN
S0797,C022,ENROLLED_IN
S0451,C022,ENROLLED_IN
S0863,C022,ENROLLED_IN
S0709,C022,ENROLLED_IN
S0446,C022,ENROLLED_IN
S0114,C022,ENROLLED_IN
S0677,C022,ENROLLED_IN
S0065,C022,ENROLLED_IN
S0780,C022,ENROLLED_IN
S0465,C022,ENROLLED_IN
S0585,C022,ENROLLED_IN
S0713,C022,ENROLLED_IN
S0877,C022,ENROLLED_IN
S0747,C023,ENROLLED_IN
S0264,C023,ENROLLED_IN
S0815,C023,ENROLLED_IN
S0714,C023,ENROLLED_IN
S0531,C023,ENROLLED_IN
S0311,C023,ENROLLED_IN
S0506,C023,ENROLLED_IN
S0834,C023,ENROLLED_IN
S0965,C023,ENROLLED_IN
S0149,C023,ENROLLED_IN
S0812,C023,ENROLLED_IN
S0174,C023,ENROLLED_IN
S0317,C023,ENROLLED_IN
S0044,C023,ENROLLED_IN
S0959,C023,ENROLLED_IN
S0354,C023,ENROLLED_IN
S0761,C023,ENROLLED_IN
S0348,C023,ENROLLED_IN
S0224,C023,ENROLLED_IN
S0893,C023,ENROLLED_IN
S0582,C023,ENROLLED_IN
S0487,C023,ENROLLED_IN
S0059,C023,ENROLLED_IN
S0523,C023,ENROLLED_IN
S0010,C023,ENROLLED_IN
S0062,C023,ENROLLED_IN
S0397,C023,ENROLLED_IN
S0529,C023,ENROLLED_IN
S0234,C023,ENROLLED_IN
S0181,C023,ENROLLED_IN
S0798,C023,ENROLLED_IN
S0694,C023,ENROLLED_IN
S0617,C023,ENROLLED_IN
S0460,C023,ENROLLED_IN
S0029,C023,ENROLLED_IN
S0738,C023,ENROLLED_IN
S0182,C023,ENROLLED_IN
S0437,C023,ENROLLED_IN
S0684,C023,ENROLLED_IN
S0960,C023,ENROLLED_IN
S0219,C023,ENROLLED_IN
S0520,C023,ENROLLED_IN
S0603,C023,ENROLLED_IN
S0826,C023,ENROLLED_IN
S0974,C023,ENROLLED_IN
S0365,C023,ENROLLED_IN
S0175,C023,ENROLLED_IN
S0731,C023,ENROLLED_IN
S0734,C023,ENROLLED_IN
S0415,C023,ENROLLED_IN
S0912,C023,ENROLLED_IN
S0598,C023,ENROLLED_IN
S0845,C023,ENROLLED_IN
S0778,C023,ENROLLED_IN
S0032,C024,ENROLLED_IN
S0444,C024,ENROLLED_IN
S0715,C024,ENROLLED_IN
S0690,C024,ENROLLED_IN
S0549,C024,ENROLLED_IN
S0135,C024,ENROLLED_IN
S0946,C024,ENROLLED_IN
S0311,C024,ENROLLED_IN
S0976,C024,ENROLLED_IN
S0439,C024,ENROLLED_IN
S0414,C024,ENROLLED_IN
S0037,C024,ENROLLED_IN
S0834,C024,ENROLLED_IN
S0014,C024,ENROLLED_IN
S0003,C024,ENROLLED_IN
S0403,C024,ENROLLED_IN
S0862,C024,ENROLLED_IN
S0087,C024,ENROLLED_IN
S0566,C024,ENROLLED_IN
S0651,C024,ENROLLED_IN
S0785,C024,ENROLLED_IN
S0920,C024,ENROLLED_IN
S0080,C024,ENROLLED_IN
S0728,C024,ENROLLED_IN
S0303,C024,ENROLLED_IN
S0425,C024,ENROLLED_IN
S0450,C024,ENROLLED_IN
S0383,C024,ENROLLED_IN
S0351,C024,ENROLLED_IN
S0994,C024,ENROLLED_IN
S0209,C024,ENROLLED_IN
S0057,C024,ENROLLED_IN
S0689,C024,ENROLLED_IN
S0015,C024,ENROLLED_IN
S0957,C024,ENROLLED_IN
S0916,C024,ENROLLED_IN
S0501,C024,ENROLLED_IN
S0126,C024,ENROLLED_IN
S0892,C024,ENROLLED_IN
S0871,C024,ENROLLED_IN
S0603,C024,ENROLLED_IN
S0991,C024,ENROLLED_IN
S0576,C024,ENROLLED_IN
S0557,C024,ENROLLED_IN
S0217,C024,ENROLLED_IN
S0588,C024,ENROLLED_IN
S0308,C024,ENROLLED_IN
S0101,C024,ENROLLED_IN
S0081,C024,ENROLLED_IN
S0815,C025,ENROLLED_IN
S0907,C025,ENROLLED_IN
S0824,C025,ENROLLED_IN
S0523,C025,ENROLLED_IN
S0763,C025,ENROLLED_IN
S0111,C025,ENROLLED_IN
S0244,C025,ENROLLED_IN
S0411,C025,ENROLLED_IN
S0620,C025,ENROLLED_IN
S0387,C025,ENROLLED_IN
S0724,C025,ENROLLED_IN
S0035,C025,ENROLLED_IN
S0348,C025,ENROLLED_IN
S0308,C025,ENROLLED_IN
S0922,C025,ENROLLED_IN
S0853,C025,ENROLLED_IN
S0050,C025,ENROLLED_IN
S0241,C025,ENROLLED_IN
S0619,C025,ENROLLED_IN
S0415,C025,ENROLLED_IN
S0842,C025,ENROLLED_IN
S0393,C025,ENROLLED_IN
S0501,C025,ENROLLED_IN
S0552,C025,ENROLLED_IN
S0631,C025,ENROLLED_IN
S0338,C025,ENROLLED_IN
S0195,C025,ENROLLED_IN
S0511,C026,ENROLLED_IN
S0968,C026,ENROLLED_IN
S0114,C026,ENROLLED_IN
S0340,C026,ENROLLED_IN
S0801,C026,ENROLLED_IN
S0884,C026,ENROLLED_IN
S0052,C026,ENROLLED_IN
S0060,C026,ENROLLED_IN
S0051,C026,ENROLLED_IN
S0147,C026,ENROLLED_IN
S0905,C026,ENROLLED_IN
S0328,C026,ENROLLED_IN
S0944,C026,ENROLLED_IN
S0526,C026,ENROLLED_IN
S0466,C026,ENROLLED_IN
S0197,C026,ENROLLED_IN
S0506,C026,ENROLLED_IN
S0180,C026,ENROLLED_IN
S0164,C026,ENROLLED_IN
S0484,C026,ENROLLED_IN
S0121,C026,ENROLLED_IN
S0625,C026,ENROLLED_IN
S0138,C026,ENROLLED_IN
S0875,C026,ENROLLED_IN
S0472,C026,ENROLLED_IN
S0555,C026,ENROLLED_IN
S0774,C026,ENROLLED_IN
S0878,C026,ENROLLED_IN
S0667,C026,ENROLLED_IN
S0515,C026,ENROLLED_IN
S0240,C026,ENROLLED_IN
S0970,C026,ENROLLED_IN
S0018,C026,ENROLLED_IN
S0310,C026,ENROLLED_IN
S0996,C026,ENROLLED_IN
S0443,C026,ENROLLED_IN
S0517,C026,ENROLLED_IN
S0357,C026,ENROLLED_IN
S0333,C026,ENROLLED_IN
S0390,C026,ENROLLED_IN
S0181,C026,ENROLLED_IN
S0870,C026,ENROLLED_IN
S0139,C026,ENROLLED_IN
S0031,C026,ENROLLED_IN
S0216,C026,ENROLLED_IN
S0266,C026,ENROLLED_IN
S0227,C026,ENROLLED_IN
S0318,C026,ENROLLED_IN
S0129,C026,ENROLLED_IN
S0735,C026,ENROLLED_IN
S0465,C026,ENROLLED_IN
S0268,C026,ENROLLED_IN
S0599,C026,ENROLLED_IN
S0027,C026,ENROLLED_IN
S0172,C026,ENROLLED_IN
S0144,C026,ENROLLED_IN
S0102,C026,ENROLLED_IN
S0854,C026,ENROLLED_IN
S0720,C026,ENROLLED_IN
S0058,C026,ENROLLED_IN
S0827,C026,ENROLLED_IN
S0156,C026,ENROLLED_IN
S0408,C026,ENROLLED_IN
S0330,C026,ENROLLED_IN
S0796,C026,ENROLLED_IN
S0244,C026,ENROLLED_IN
S0004,C026,ENROLLED_IN
S0347,C026,ENROLLED_IN
S0902,C026,ENROLLED_IN
S0371,C026,ENROLLED_IN
S0039,C026,ENROLLED_IN
S0803,C026,ENROLLED_IN
S0992,C026,ENROLLED_IN
S0054,C026,ENROLLED_IN
S0030,C026,ENROLLED_IN
S0430,C026,ENROLLED_IN
S0838,C026,ENROLLED_IN
S0818,C026,ENROLLED_IN
S0971,C026,ENROLLED_IN
S0957,C026,ENROLLED_IN
S0378,C026,ENROLLED_IN
S0732,C026,ENROLLED_IN
S0464,C026,ENROLLED_IN
S0541,C026,ENROLLED_IN
S0942,C026,ENROLLED_IN
S0923,C026,ENROLLED_IN
S0393,C026,ENROLLED_IN
S0617,C026,ENROLLED_IN
S0993,C026,ENROLLED_IN
S0512,C026,ENROLLED_IN
S0822,C026,ENROLLED_IN
S0966,C026,ENROLLED_IN
S0508,C026,ENROLLED_IN
S0134,C026,ENROLLED_IN
S0738,C027,ENROLLED_IN
S0045,C027,ENROLLED_IN
S0002,C027,ENROLLED_IN
S0580,C027,ENROLLED_IN
S0184,C027,ENROLLED_IN
S0281,C027,ENROLLED_IN
S0581,C027,ENROLLED_IN
S0805,C027,ENROLLED_IN
S0945,C027,ENROLLED_IN
S0567,C027,ENROLLED_IN
S0504,C027,ENROLLED_IN
S0946,C027,ENROLLED_IN
S0419,C027,ENROLLED_IN
S0471,C027,ENROLLED_IN
S0059,C027,ENROLLED_IN
S0463,C027,ENROLLED_IN
S0990,C027,ENROLLED_IN
S0017,C027,ENROLLED_IN
S0031,C027,ENROLLED_IN
S0913,C027,ENROLLED_IN
S0048,C027,ENROLLED_IN
S0247,C027,ENROLLED_IN
S0749,C027,ENROLLED_IN
S0688,C027,ENROLLED_IN
S0597,C027,ENROLLED_IN
S0197,C027,ENROLLED_IN
S0158,C027,ENROLLED_IN
S0311,C027,ENROLLED_IN
S0784,C027,ENROLLED_IN
S0034,C027,ENROLLED_IN
S0987,C027,ENROLLED_IN
S0141,C027,ENROLLED_IN
S0481,C027,ENROLLED_IN
S0513,C027,ENROLLED_IN
S0400,C027,ENROLLED_IN
S0077,C027,ENROLLED_IN
S0327,C027,ENROLLED_IN
S0268,C027,ENROLLED_IN
S0656,C027,ENROLLED_IN
S0260,C027,ENROLLED_IN
S0171,C027,ENROLLED_IN
S0384,C027,ENROLLED_IN
S0266,C027,ENROLLED_IN
S0585,C027,ENROLLED_IN
S0385,C027,ENROLLED_IN
S0995,C027,ENROLLED_IN
S0415,C027,ENROLLED_IN
S0820,C027,ENROLLED_IN
S0921,C027,ENROLLED_IN
S0955,C027,ENROLLED_IN
S0903,C028,ENROLLED_IN
S0193,C028,ENROLLED_IN
S0817,C028,ENROLLED_IN
S0458,C028,ENROLLED_IN
S0502,C028,ENROLLED_IN
S0074,C028,ENROLLED_IN
S0751,C028,ENROLLED_IN
S0846,C028,ENROLLED_IN
S0354,C028,ENROLLED_IN
S0494,C028,ENROLLED_IN
S0648,C028,ENROLLED_IN
S0893,C028,ENROLLED_IN
S0773,C028,ENROLLED_IN
S0918,C028,ENROLLED_IN
S0766,C028,ENROLLED_IN
S0556,C028,ENROLLED_IN
S0430,C028,ENROLLED_IN
S0717,C028,ENROLLED_IN
S0552,C028,ENROLLED_IN
S0736,C028,ENROLLED_IN
S0640,C028,ENROLLED_IN
S0220,C028,ENROLLED_IN
S0191,C028,ENROLLED_IN
S0120,C028,ENROLLED_IN
S0673,C028,ENROLLED_IN
S0511,C028,ENROLLED_IN
S0749,C028,ENROLLED_IN
S0712,C028,ENROLLED_IN
S0313,C028,ENROLLED_IN
S0706,C028,ENROLLED_IN
S0700,C028,ENROLLED_IN
S0271,C028,ENROLLED_IN
S0179,C028,ENROLLED_IN
S0649,C028,ENROLLED_IN
S0319,C028,ENROLLED_IN
S0806,C028,ENROLLED_IN
S0828,C028,ENROLLED_IN
S0897,C028,ENROLLED_IN
S0994,C028,ENROLLED_IN
S0409,C028,ENROLLED_IN
S0481,C028,ENROLLED_IN
S0979,C028,ENROLLED_IN
S0767,C028,ENROLLED_IN
S0448,C028,ENROLLED_IN
S0808,C028,ENROLLED_IN
S0015,C028,ENROLLED_IN
S0562,C028,ENROLLED_IN
S0048,C029,ENROLLED_IN
S0921,C029,ENROLLED_IN
S0909,C029,ENROLLED_IN
S0598,C029,ENROLLED_IN
S0516,C029,ENROLLED_IN
S0560,C029,ENROLLED_IN
S0322,C029,ENROLLED_IN
S0762,C029,ENROLLED_IN
S0716,C029,ENROLLED_IN
S0201,C029,ENROLLED_IN
S0966,C029,ENROLLED_IN
S0788,C029,ENROLLED_IN
S0653,C029,ENROLLED_IN
S0382,C029,ENROLLED_IN
S0069,C029,ENROLLED_IN
S0740,C029,ENROLLED_IN
S0080,C029,ENROLLED_IN
S0890,C029,ENROLLED_IN
S0664,C029,ENROLLED_IN
S0811,C029,ENROLLED_IN
S0855,C029,ENROLLED_IN
S0840,C029,ENROLLED_IN
S0753,C029,ENROLLED_IN
S0235,C029,ENROLLED_IN
S0414,C029,ENROLLED_IN
S0820,C029,ENROLLED_IN
S0224,C029,ENROLLED_IN
S0496,C029,ENROLLED_IN
S0764,C029,ENROLLED_IN
S0079,C029,ENROLLED_IN
S0058,C029,ENROLLED_IN
S0047,C029,ENROLLED_IN
S0400,C029,ENROLLED_IN
S0756,C029,ENROLLED_IN
S0276,C029,ENROLLED_IN
S0072,C029,ENROLLED_IN
S0454,C029,ENROLLED_IN
S0374,C029,ENROLLED_IN
S0818,C029,ENROLLED_IN
S0714,C029,ENROLLED_IN
S0434,C029,ENROLLED_IN
S0303,C029,ENROLLED_IN
S0406,C029,ENROLLED_IN
S0041,C029,ENROLLED_IN
S0580,C029,ENROLLED_IN
S0214,C029,ENROLLED_IN
S0499,C029,ENROLLED_IN
S0808,C029,ENROLLED_IN
S0656,C029,ENROLLED_IN
S0347,C029,ENROLLED_IN
S0692,C030,ENROLLED_IN
S0969,C030,ENROLLED_IN
S0821,C030,ENROLLED_IN
S0684,C030,ENROLLED_IN
S0187,C030,ENROLLED_IN
S0606,C030,ENROLLED_IN
S0956,C030,ENROLLED_IN
S0987,C030,ENROLLED_IN
S0625,C030,ENROLLED_IN
S0369,C030,ENROLLED_IN
S0269,C030,ENROLLED_IN
S0276,C030,ENROLLED_IN
S0053,C030,ENROLLED_IN
S0768,C030,ENROLLED_IN
S0691,C030,ENROLLED_IN
S0289,C030,ENROLLED_IN
S0867,C030,ENROLLED_IN
S0304,C030,ENROLLED_IN
S0824,C030,ENROLLED_IN
S0310,C030,ENROLLED_IN
S0496,C030,ENROLLED_IN
S0454,C030,ENROLLED_IN
S0610,C030,ENROLLED_IN
S0169,C030,ENROLLED_IN
S0122,C030,ENROLLED_IN
S0252,C030,ENROLLED_IN
S0567,C030,ENROLLED_IN
S0212,C030,ENROLLED_IN
S0944,C030,ENROLLED_IN
S0736,C030,ENROLLED_IN
S0599,C030,ENROLLED_IN
S0432,C030,ENROLLED_IN
S0218,C030,ENROLLED_IN
S0227,C030,ENROLLED_IN
S0930,C030,ENROLLED_IN
S0228,C030,ENROLLED_IN
S0264,C030,ENROLLED_IN
S0195,C030,ENROLLED_IN
S0322,C030,ENROLLED_IN
S0950,C030,ENROLLED_IN
S0594,C030,ENROLLED_IN
S0952,C030,ENROLLED_IN
S0550,C030,ENROLLED_IN
S0663,C030,ENROLLED_IN
S0038,C030,ENROLLED_IN
S0092,C030,ENROLLED_IN
S0090,C030,ENROLLED_IN
S0751,C030,ENROLLED_IN
S0798,C030,ENROLLED_IN
S0475,C030,ENROLLED_IN
S0471,C030,ENROLLED_IN
S0622,C030,ENROLLED_IN
S0801,C030,ENROLLED_IN
S0651,C030,ENROLLED_IN
S0612,C030,ENROLLED_IN
S0633,C030,ENROLLED_IN
