sensor_id,timestamp,room_id,occupancy_count,power_kw,temperature_c,source_system,day_of_week,hour,is_weekend,lag_1h,lag_24h,rolling_3h,capacity,cost_per_hour,utilization,expected_occupancy,anomaly_label,data_source,fusion_key,record_quality
SENS_R001,2026-08-22 06:00:00,R001,0,0.76,23.37,IoT,5,6,1,,,0.0,40,164.91,0.0,4.8,0,IoT+ERP,ROOM:R001|2026082206,0.85
SENS_R005,2026-09-04 10:00:00,R005,66,3.06,25.2,IoT,4,10,0,58.0,39.0,65.0,100,176.24,0.66,62.0,0,IoT+ERP,ROOM:R005|2026090410,1.0
SENS_R005,2026-09-04 11:00:00,R005,48,2.26,24.82,IoT,4,11,0,66.0,63.0,57.333333333333336,100,176.24,0.48,62.0,0,IoT+ERP,ROOM:R005|2026090411,1.0
SENS_R005,2026-09-04 12:00:00,R005,33,1.77,24.46,IoT,4,12,0,48.0,86.0,49.0,100,176.24,0.33,62.0,0,IoT+ERP,ROOM:R005|2026090412,1.0
SENS_R005,2026-09-04 13:00:00,R005,68,3.16,24.27,IoT,4,13,0,33.0,69.0,49.666666666666664,100,176.24,0.68,62.0,0,IoT+ERP,ROOM:R005|2026090413,1.0
SENS_R005,2026-09-04 14:00:00,R005,68,3.09,25.6,IoT,4,14,0,68.0,59.0,56.333333333333336,100,176.24,0.68,62.0,0,IoT+ERP,ROOM:R005|2026090414,1.0
SENS_R005,2026-09-04 15:00:00,R005,85,4.3,27.18,IoT,4,15,0,68.0,79.0,73.66666666666667,100,176.24,0.85,62.0,0,IoT+ERP,ROOM:R005|2026090415,1.0
SENS_R005,2026-09-04 16:00:00,R005,49,2.4,24.69,IoT,4,16,0,85.0,77.0,67.33333333333333,100,176.24,0.49,62.0,0,IoT+ERP,ROOM:R005|2026090416,1.0
SENS_R005,2026-09-04 17:00:00,R005,48,2.66,25.1,IoT,4,17,0,49.0,66.0,60.666666666666664,100,176.24,0.48,62.0,0,IoT+ERP,ROOM:R005|2026090417,1.0
SENS_R005,2026-09-04 18:00:00,R005,4,1.01,22.76,IoT,4,18,0,48.0,33.0,33.666666666666664,100,176.24,0.04,12.0,0,IoT+ERP,ROOM:R005|2026090418,1.0
SENS_R005,2026-09-04 19:00:00,R005,34,2.29,25.07,IoT,4,19,0,4.0,29.0,28.666666666666668,100,176.24,0.34,12.0,0,IoT+ERP,ROOM:R005|2026090419,1.0
SENS_R005,2026-09-04 20:00:00,R005,21,1.41,24.85,IoT,4,20,0,34.0,23.0,19.666666666666668,100,176.24,0.21,12.0,0,IoT+ERP,ROOM:R005|2026090420,1.0
SENS_R005,2026-09-04 21:00:00,R005,28,1.87,24.84,IoT,4,21,0,21.0,24.0,27.666666666666668,100,176.24,0.28,12.0,0,IoT+ERP,ROOM:R005|2026090421,1.0
SENS_R005,2026-09-05 06:00:00,R005,30,1.31,24.68,IoT,5,6,1,28.0,13.0,26.333333333333332,100,176.24,0.3,12.0,0,IoT+ERP,ROOM:R005|2026090506,1.0
SENS_R005,2026-09-05 07:00:00,R005,21,2.32,25.88,IoT,5,7,1,30.0,26.0,26.333333333333332,100,176.24,0.21,12.0,0,IoT+ERP,ROOM:R005|2026090507,1.0
SENS_R005,2026-09-05 08:00:00,R005,12,1.22,23.64,IoT,5,8,1,21.0,71.0,21.0,100,176.24,0.12,12.0,0,IoT+ERP,ROOM:R005|2026090508,1.0
SENS_R005,2026-09-05 09:00:00,R005,19,1.47,23.19,IoT,5,9,1,12.0,58.0,17.333333333333332,100,176.24,0.19,12.0,0,IoT+ERP,ROOM:R005|2026090509,1.0
SENS_R005,2026-09-05 10:00:00,R005,25,1.48,23.1,IoT,5,10,1,19.0,66.0,18.666666666666668,100,176.24,0.25,12.0,0,IoT+ERP,ROOM:R005|2026090510,1.0
SENS_R005,2026-09-05 11:00:00,R005,29,2.3,23.83,IoT,5,11,1,25.0,48.0,24.333333333333332,100,176.24,0.29,12.0,0,IoT+ERP,ROOM:R005|2026090511,1.0
SENS_R005,2026-09-05 12:00:00,R005,0,0.67,24.12,IoT,5,12,1,29.0,33.0,18.0,100,176.24,0.0,12.0,0,IoT+ERP,ROOM:R005|2026090512,1.0
SENS_R005,2026-09-05 13:00:00,R005,14,1.27,23.1,IoT,5,13,1,0.0,68.0,14.333333333333334,100,176.24,0.14,12.0,0,IoT+ERP,ROOM:R005|2026090513,1.0
SENS_R005,2026-09-05 14:00:00,R005,28,2.03,24.55,IoT,5,14,1,14.0,68.0,14.0,100,176.24,0.28,12.0,0,IoT+ERP,ROOM:R005|2026090514,1.0
SENS_R005,2026-09-05 15:00:00,R005,39,2.6,25.3,IoT,5,15,1,28.0,85.0,27.0,100,176.24,0.39,12.0,0,IoT+ERP,ROOM:R005|2026090515,1.0
SENS_R005,2026-09-05 16:00:00,R005,19,1.33,23.97,IoT,5,16,1,39.0,49.0,28.666666666666668,100,176.24,0.19,12.0,0,IoT+ERP,ROOM:R005|2026090516,1.0
SENS_R005,2026-09-05 17:00:00,R005,16,1.33,25.51,IoT,5,17,1,19.0,48.0,24.666666666666668,100,176.24,0.16,12.0,0,IoT+ERP,ROOM:R005|2026090517,1.0
SENS_R005,2026-09-05 18:00:00,R005,0,0.85,24.14,IoT,5,18,1,16.0,4.0,11.666666666666666,100,176.24,0.0,12.0,0,IoT+ERP,ROOM:R005|2026090518,1.0
SENS_R005,2026-09-05 19:00:00,R005,0,0.49,23.56,IoT,5,19,1,0.0,34.0,5.333333333333333,100,176.24,0.0,12.0,0,IoT+ERP,ROOM:R005|2026090519,1.0
SENS_R005,2026-09-05 20:00:00,R005,5,0.89,24.53,IoT,5,20,1,0.0,21.0,1.6666666666666667,100,176.24,0.05,12.0,0,IoT+ERP,ROOM:R005|2026090520,1.0
SENS_R005,2026-09-05 21:00:00,R005,14,1.21,23.96,IoT,5,21,1,5.0,28.0,6.333333333333333,100,176.24,0.14,12.0,0,IoT+ERP,ROOM:R005|2026090521,1.0
SENS_R005,2026-09-06 06:00:00,R005,13,1.27,24.76,IoT,6,6,1,14.0,30.0,10.666666666666666,100,176.24,0.13,12.0,0,IoT+ERP,ROOM:R005|2026090606,1.0
SENS_R005,2026-09-06 07:00:00,R005,24,1.44,24.1,IoT,6,7,1,13.0,21.0,17.0,100,176.24,0.24,12.0,0,IoT+ERP,ROOM:R005|2026090607,1.0
SENS_R005,2026-09-06 08:00:00,R005,0,0.94,23.2,IoT,6,8,1,24.0,12.0,12.333333333333334,100,176.24,0.0,12.0,0,IoT+ERP,ROOM:R005|2026090608,1.0
SENS_R005,2026-09-06 09:00:00,R005,23,1.61,23.94,IoT,6,9,1,0.0,19.0,15.666666666666666,100,176.24,0.23,12.0,0,IoT+ERP,ROOM:R005|2026090609,1.0
SENS_R005,2026-09-06 10:00:00,R005,1,0.73,23.21,IoT,6,10,1,23.0,25.0,8.0,100,176.24,0.01,12.0,0,IoT+ERP,ROOM:R005|2026090610,1.0
SENS_R005,2026-09-06 11:00:00,R005,24,1.59,25.27,IoT,6,11,1,1.0,29.0,16.0,100,176.24,0.24,12.0,0,IoT+ERP,ROOM:R005|2026090611,1.0
SENS_R005,2026-09-06 12:00:00,R005,27,1.33,24.14,IoT,6,12,1,24.0,0.0,17.333333333333332,100,176.24,0.27,12.0,0,IoT+ERP,ROOM:R005|2026090612,1.0
SENS_R005,2026-09-06 13:00:00,R005,32,1.57,22.72,IoT,6,13,1,27.0,14.0,27.666666666666668,100,176.24,0.32,12.0,0,IoT+ERP,ROOM:R005|2026090613,1.0
SENS_R005,2026-09-06 14:00:00,R005,18,0.89,24.29,IoT,6,14,1,32.0,28.0,25.666666666666668,100,176.24,0.18,12.0,0,IoT+ERP,ROOM:R005|2026090614,1.0
SENS_R005,2026-09-06 15:00:00,R005,38,2.17,23.76,IoT,6,15,1,18.0,39.0,29.333333333333332,100,176.24,0.38,12.0,0,IoT+ERP,ROOM:R005|2026090615,1.0
SENS_R005,2026-09-06 16:00:00,R005,21,1.14,24.27,IoT,6,16,1,38.0,19.0,25.666666666666668,100,176.24,0.21,12.0,0,IoT+ERP,ROOM:R005|2026090616,1.0
SENS_R005,2026-09-06 17:00:00,R005,0,1.32,24.01,IoT,6,17,1,21.0,16.0,19.666666666666668,100,176.24,0.0,12.0,0,IoT+ERP,ROOM:R005|2026090617,1.0
SENS_R005,2026-09-06 18:00:00,R005,0,0.66,24.05,IoT,6,18,1,0.0,0.0,7.0,100,176.24,0.0,12.0,0,IoT+ERP,ROOM:R005|2026090618,1.0
SENS_R005,2026-09-06 19:00:00,R005,7,0.94,24.3,IoT,6,19,1,0.0,0.0,2.3333333333333335,100,176.24,0.07,12.0,0,IoT+ERP,ROOM:R005|2026090619,1.0
SENS_R005,2026-09-06 20:00:00,R005,28,1.91,24.32,IoT,6,20,1,7.0,5.0,11.666666666666666,100,176.24,0.28,12.0,0,IoT+ERP,ROOM:R005|2026090620,1.0
SENS_R005,2026-09-06 21:00:00,R005,26,1.58,24.89,IoT,6,21,1,28.0,14.0,20.333333333333332,100,176.24,0.26,12.0,0,IoT+ERP,ROOM:R005|2026090621,1.0
SENS_R005,2026-09-07 06:00:00,R005,17,1.73,24.56,IoT,0,6,0,26.0,13.0,23.666666666666668,100,176.24,0.17,12.0,0,IoT+ERP,ROOM:R005|2026090706,1.0
SENS_R005,2026-09-07 07:00:00,R005,21,1.79,24.39,IoT,0,7,0,17.0,24.0,21.333333333333332,100,176.24,0.21,12.0,0,IoT+ERP,ROOM:R005|2026090707,1.0
SENS_R005,2026-09-07 08:00:00,R005,88,3.6,26.06,IoT,0,8,0,21.0,0.0,42.0,100,176.24,0.88,62.0,0,IoT+ERP,ROOM:R005|2026090708,1.0
SENS_R005,2026-09-07 09:00:00,R005,54,2.99,26.59,IoT,0,9,0,88.0,23.0,54.333333333333336,100,176.24,0.54,62.0,0,IoT+ERP,ROOM:R005|2026090709,1.0
SENS_R005,2026-09-07 10:00:00,R005,73,3.35,24.4,IoT,0,10,0,54.0,1.0,71.66666666666667,100,176.24,0.73,62.0,0,IoT+ERP,ROOM:R005|2026090710,1.0
SENS_R005,2026-09-07 11:00:00,R005,91,4.07,26.11,IoT,0,11,0,73.0,24.0,72.66666666666667,100,176.24,0.91,62.0,0,IoT+ERP,ROOM:R005|2026090711,1.0
SENS_R005,2026-09-07 12:00:00,R005,82,4.19,26.72,IoT,0,12,0,91.0,27.0,82.0,100,176.24,0.82,62.0,0,IoT+ERP,ROOM:R005|2026090712,1.0
SENS_R005,2026-09-07 13:00:00,R005,47,2.61,25.41,IoT,0,13,0,82.0,32.0,73.33333333333333,100,176.24,0.47,62.0,0,IoT+ERP,ROOM:R005|2026090713,1.0
SENS_R005,2026-09-07 14:00:00,R005,54,2.41,25.15,IoT,0,14,0,47.0,18.0,61.0,100,176.24,0.54,62.0,0,IoT+ERP,ROOM:R005|2026090714,1.0
SENS_R005,2026-09-07 15:00:00,R005,76,3.46,26.84,IoT,0,15,0,54.0,38.0,59.0,100,176.24,0.76,62.0,0,IoT+ERP,ROOM:R005|2026090715,1.0
SENS_R005,2026-09-07 16:00:00,R005,49,2.64,24.27,IoT,0,16,0,76.0,21.0,59.666666666666664,100,176.24,0.49,62.0,0,IoT+ERP,ROOM:R005|2026090716,1.0
SENS_R005,2026-09-07 17:00:00,R005,35,2.03,24.4,IoT,0,17,0,49.0,0.0,53.333333333333336,100,176.24,0.35,62.0,0,IoT+ERP,ROOM:R005|2026090717,1.0
SENS_R005,2026-09-07 18:00:00,R005,25,1.49,23.71,IoT,0,18,0,35.0,0.0,36.333333333333336,100,176.24,0.25,12.0,0,IoT+ERP,ROOM:R005|2026090718,1.0
SENS_R005,2026-09-07 19:00:00,R005,0,0.59,23.68,IoT,0,19,0,25.0,7.0,20.0,100,176.24,0.0,12.0,0,IoT+ERP,ROOM:R005|2026090719,1.0
SENS_R005,2026-09-07 20:00:00,R005,15,1.92,23.89,IoT,0,20,0,0.0,28.0,13.333333333333334,100,176.24,0.15,12.0,0,IoT+ERP,ROOM:R005|2026090720,1.0
SENS_R005,2026-09-07 21:00:00,R005,12,1.27,23.73,IoT,0,21,0,15.0,26.0,9.0,100,176.24,0.12,12.0,0,IoT+ERP,ROOM:R005|2026090721,1.0
SENS_R005,2026-09-08 06:00:00,R005,29,2.15,24.43,IoT,1,6,0,12.0,17.0,18.666666666666668,100,176.24,0.29,12.0,0,IoT+ERP,ROOM:R005|2026090806,1.0
SENS_R005,2026-09-08 07:00:00,R005,12,1.25,23.63,IoT,1,7,0,29.0,21.0,17.666666666666668,100,176.24,0.12,12.0,0,IoT+ERP,ROOM:R005|2026090807,1.0
SENS_R005,2026-09-08 08:00:00,R005,76,3.77,27.36,IoT,1,8,0,12.0,88.0,39.0,100,176.24,0.76,62.0,0,IoT+ERP,ROOM:R005|2026090808,1.0
SENS_R005,2026-09-08 09:00:00,R005,55,2.68,24.86,IoT,1,9,0,76.0,54.0,47.666666666666664,100,176.24,0.55,62.0,0,IoT+ERP,ROOM:R005|2026090809,1.0
SENS_R005,2026-09-08 10:00:00,R005,39,2.12,24.2,IoT,1,10,0,55.0,73.0,56.666666666666664,100,176.24,0.39,62.0,0,IoT+ERP,ROOM:R005|2026090810,1.0
SENS_R005,2026-09-08 11:00:00,R005,41,2.4,25.4,IoT,1,11,0,39.0,91.0,45.0,100,176.24,0.41,62.0,0,IoT+ERP,ROOM:R005|2026090811,1.0
SENS_R005,2026-09-08 12:00:00,R005,61,2.93,25.25,IoT,1,12,0,41.0,82.0,47.0,100,176.24,0.61,62.0,0,IoT+ERP,ROOM:R005|2026090812,1.0
SENS_R005,2026-09-08 13:00:00,R005,76,3.69,25.79,IoT,1,13,0,61.0,47.0,59.333333333333336,100,176.24,0.76,62.0,0,IoT+ERP,ROOM:R005|2026090813,1.0
SENS_R005,2026-09-08 14:00:00,R005,48,2.49,24.61,IoT,1,14,0,76.0,54.0,61.666666666666664,100,176.24,0.48,62.0,0,IoT+ERP,ROOM:R005|2026090814,1.0
SENS_R005,2026-09-08 15:00:00,R005,56,2.82,25.81,IoT,1,15,0,48.0,76.0,60.0,100,176.24,0.56,62.0,0,IoT+ERP,ROOM:R005|2026090815,1.0
SENS_R005,2026-09-08 16:00:00,R005,60,2.83,25.43,IoT,1,16,0,56.0,49.0,54.666666666666664,100,176.24,0.6,62.0,0,IoT+ERP,ROOM:R005|2026090816,1.0
SENS_R005,2026-09-08 17:00:00,R005,51,2.8,26.19,IoT,1,17,0,60.0,35.0,55.666666666666664,100,176.24,0.51,62.0,0,IoT+ERP,ROOM:R005|2026090817,1.0
SENS_R005,2026-09-08 18:00:00,R005,12,1.06,23.65,IoT,1,18,0,51.0,25.0,41.0,100,176.24,0.12,12.0,0,IoT+ERP,ROOM:R005|2026090818,1.0
SENS_R005,2026-09-08 19:00:00,R005,22,1.41,23.42,IoT,1,19,0,12.0,0.0,28.333333333333332,100,176.24,0.22,12.0,0,IoT+ERP,ROOM:R005|2026090819,1.0
SENS_R005,2026-09-08 20:00:00,R005,24,1.21,23.62,IoT,1,20,0,22.0,15.0,19.333333333333332,100,176.24,0.24,12.0,0,IoT+ERP,ROOM:R005|2026090820,1.0
SENS_R005,2026-09-08 21:00:00,R005,42,2.11,24.11,IoT,1,21,0,24.0,12.0,29.333333333333332,100,176.24,0.42,12.0,0,IoT+ERP,ROOM:R005|2026090821,1.0
SENS_R005,2026-09-09 06:00:00,R005,28,2.03,24.79,IoT,2,6,0,42.0,29.0,31.333333333333332,100,176.24,0.28,12.0,0,IoT+ERP,ROOM:R005|2026090906,1.0
SENS_R005,2026-09-09 07:00:00,R005,31,1.83,25.11,IoT,2,7,0,28.0,12.0,33.666666666666664,100,176.24,0.31,12.0,0,IoT+ERP,ROOM:R005|2026090907,1.0
SENS_R005,2026-09-09 08:00:00,R005,59,3.02,26.25,IoT,2,8,0,31.0,76.0,39.333333333333336,100,176.24,0.59,62.0,0,IoT+ERP,ROOM:R005|2026090908,1.0
SENS_R005,2026-09-09 09:00:00,R005,73,3.46,25.35,IoT,2,9,0,59.0,55.0,54.333333333333336,100,176.24,0.73,62.0,0,IoT+ERP,ROOM:R005|2026090909,1.0
SENS_R005,2026-09-09 10:00:00,R005,53,2.8,25.58,IoT,2,10,0,73.0,39.0,61.666666666666664,100,176.24,0.53,62.0,0,IoT+ERP,ROOM:R005|2026090910,1.0
SENS_R005,2026-09-09 11:00:00,R005,81,3.84,25.82,IoT,2,11,0,53.0,41.0,69.0,100,176.24,0.81,62.0,0,IoT+ERP,ROOM:R005|2026090911,1.0
SENS_R005,2026-09-09 12:00:00,R005,81,3.5,26.49,IoT,2,12,0,81.0,61.0,71.66666666666667,100,176.24,0.81,62.0,0,IoT+ERP,ROOM:R005|2026090912,1.0
SENS_R005,2026-09-09 13:00:00,R005,42,2.55,25.07,IoT,2,13,0,81.0,76.0,68.0,100,176.24,0.42,62.0,0,IoT+ERP,ROOM:R005|2026090913,1.0
SENS_R005,2026-09-09 14:00:00,R005,57,2.47,24.99,IoT,2,14,0,42.0,48.0,60.0,100,176.24,0.57,62.0,0,IoT+ERP,ROOM:R005|2026090914,1.0
SENS_R005,2026-09-09 15:00:00,R005,90,3.99,26.58,IoT,2,15,0,57.0,56.0,63.0,100,176.24,0.9,62.0,0,IoT+ERP,ROOM:R005|2026090915,1.0
SENS_R005,2026-09-09 16:00:00,R005,52,2.79,25.61,IoT,2,16,0,90.0,60.0,66.33333333333333,100,176.24,0.52,62.0,0,IoT+ERP,ROOM:R005|2026090916,1.0
SENS_R005,2026-09-09 17:00:00,R005,65,3.0,25.52,IoT,2,17,0,52.0,51.0,69.0,100,176.24,0.65,62.0,0,IoT+ERP,ROOM:R005|2026090917,1.0
SENS_R005,2026-09-09 18:00:00,R005,22,1.84,24.8,IoT,2,18,0,65.0,12.0,46.333333333333336,100,176.24,0.22,12.0,0,IoT+ERP,ROOM:R005|2026090918,1.0
SENS_R005,2026-09-09 19:00:00,R005,26,2.23,23.69,IoT,2,19,0,22.0,22.0,37.666666666666664,100,176.24,0.26,12.0,0,IoT+ERP,ROOM:R005|2026090919,1.0
SENS_R005,2026-09-09 20:00:00,R005,31,1.94,24.36,IoT,2,20,0,26.0,24.0,26.333333333333332,100,176.24,0.31,12.0,0,IoT+ERP,ROOM:R005|2026090920,1.0
SENS_R005,2026-09-09 21:00:00,R005,1,0.62,22.95,IoT,2,21,0,31.0,42.0,19.333333333333332,100,176.24,0.01,12.0,0,IoT+ERP,ROOM:R005|2026090921,1.0
SENS_R005,2026-09-10 06:00:00,R005,32,1.77,23.39,IoT,3,6,0,1.0,28.0,21.333333333333332,100,176.24,0.32,12.0,0,IoT+ERP,ROOM:R005|2026091006,1.0
SENS_R005,2026-09-10 07:00:00,R005,22,1.92,25.37,IoT,3,7,0,32.0,31.0,18.333333333333332,100,176.24,0.22,12.0,0,IoT+ERP,ROOM:R005|2026091007,1.0
SENS_R005,2026-09-10 08:00:00,R005,67,2.7,24.93,IoT,3,8,0,22.0,59.0,40.333333333333336,100,176.24,0.67,62.0,0,IoT+ERP,ROOM:R005|2026091008,1.0
SENS_R005,2026-09-10 09:00:00,R005,78,3.72,24.67,IoT,3,9,0,67.0,73.0,55.666666666666664,100,176.24,0.78,62.0,0,IoT+ERP,ROOM:R005|2026091009,1.0
SENS_R005,2026-09-10 10:00:00,R005,52,2.75,23.91,IoT,3,10,0,78.0,53.0,65.66666666666667,100,176.24,0.52,62.0,0,IoT+ERP,ROOM:R005|2026091010,1.0
SENS_R005,2026-09-10 11:00:00,R005,74,3.43,25.87,IoT,3,11,0,52.0,81.0,68.0,100,176.24,0.74,62.0,0,IoT+ERP,ROOM:R005|2026091011,1.0
SENS_R005,2026-09-10 12:00:00,R005,72,3.18,24.56,IoT,3,12,0,74.0,81.0,66.0,100,176.24,0.72,62.0,0,IoT+ERP,ROOM:R005|2026091012,1.0
SENS_R005,2026-09-10 13:00:00,R005,68,3.42,24.86,IoT,3,13,0,72.0,42.0,71.33333333333333,100,176.24,0.68,62.0,0,IoT+ERP,ROOM:R005|2026091013,1.0
SENS_R005,2026-09-10 14:00:00,R005,59,2.89,25.06,IoT,3,14,0,68.0,57.0,66.33333333333333,100,176.24,0.59,62.0,0,IoT+ERP,ROOM:R005|2026091014,1.0
SENS_R005,2026-09-10 15:00:00,R005,75,3.52,26.16,IoT,3,15,0,59.0,90.0,67.33333333333333,100,176.24,0.75,62.0,0,IoT+ERP,ROOM:R005|2026091015,1.0
SENS_R005,2026-09-10 16:00:00,R005,71,3.21,25.7,IoT,3,16,0,75.0,52.0,68.33333333333333,100,176.24,0.71,62.0,0,IoT+ERP,ROOM:R005|2026091016,1.0
SENS_R005,2026-09-10 17:00:00,R005,80,3.43,27.2,IoT,3,17,0,71.0,65.0,75.33333333333333,100,176.24,0.8,62.0,0,IoT+ERP,ROOM:R005|2026091017,1.0
SENS_R005,2026-09-10 18:00:00,R005,0,1.04,22.22,IoT,3,18,0,80.0,22.0,50.333333333333336,100,176.24,0.0,12.0,0,IoT+ERP,ROOM:R005|2026091018,1.0
SENS_R005,2026-09-10 19:00:00,R005,15,1.49,23.45,IoT,3,19,0,0.0,26.0,31.666666666666668,100,176.24,0.15,12.0,0,IoT+ERP,ROOM:R005|2026091019,1.0
SENS_R005,2026-09-10 20:00:00,R005,25,2.17,24.9,IoT,3,20,0,15.0,31.0,13.333333333333334,100,176.24,0.25,12.0,0,IoT+ERP,ROOM:R005|2026091020,1.0
SENS_R005,2026-09-10 21:00:00,R005,4,1.32,24.29,IoT,3,21,0,25.0,1.0,14.666666666666666,100,176.24,0.04,12.0,0,IoT+ERP,ROOM:R005|2026091021,1.0
SENS_R005,2026-09-11 06:00:00,R005,30,1.75,24.68,IoT,4,6,0,4.0,32.0,19.666666666666668,100,176.24,0.3,12.0,0,IoT+ERP,ROOM:R005|2026091106,1.0
SENS_R005,2026-09-11 07:00:00,R005,23,1.31,23.87,IoT,4,7,0,30.0,22.0,19.0,100,176.24,0.23,12.0,0,IoT+ERP,ROOM:R005|2026091107,1.0
SENS_R005,2026-09-11 08:00:00,R005,52,2.96,26.24,IoT,4,8,0,23.0,67.0,35.0,100,176.24,0.52,62.0,0,IoT+ERP,ROOM:R005|2026091108,1.0
SENS_R005,2026-09-11 09:00:00,R005,64,3.01,24.1,IoT,4,9,0,52.0,78.0,46.333333333333336,100,176.24,0.64,62.0,0,IoT+ERP,ROOM:R005|2026091109,1.0
SENS_R005,2026-09-11 10:00:00,R005,78,4.06,25.72,IoT,4,10,0,64.0,52.0,64.66666666666667,100,176.24,0.78,62.0,0,IoT+ERP,ROOM:R005|2026091110,1.0
SENS_R005,2026-09-11 11:00:00,R005,52,2.6,25.36,IoT,4,11,0,78.0,74.0,64.66666666666667,100,176.24,0.52,62.0,0,IoT+ERP,ROOM:R005|2026091111,1.0
SENS_R005,2026-09-11 12:00:00,R005,65,3.06,24.35,IoT,4,12,0,52.0,72.0,65.0,100,176.24,0.65,62.0,0,IoT+ERP,ROOM:R005|2026091112,1.0
SENS_R005,2026-09-11 13:00:00,R005,47,2.21,24.54,IoT,4,13,0,65.0,68.0,54.666666666666664,100,176.24,0.47,62.0,0,IoT+ERP,ROOM:R005|2026091113,1.0
SENS_R005,2026-09-11 14:00:00,R005,60,2.93,25.98,IoT,4,14,0,47.0,59.0,57.333333333333336,100,176.24,0.6,62.0,0,IoT+ERP,ROOM:R005|2026091114,1.0
SENS_R005,2026-09-11 15:00:00,R005,56,2.8,24.14,IoT,4,15,0,60.0,75.0,54.333333333333336,100,176.24,0.56,62.0,0,IoT+ERP,ROOM:R005|2026091115,1.0
SENS_R005,2026-09-11 16:00:00,R005,59,3.09,24.93,IoT,4,16,0,56.0,71.0,58.333333333333336,100,176.24,0.59,62.0,0,IoT+ERP,ROOM:R005|2026091116,1.0
SENS_R005,2026-09-11 17:00:00,R005,59,3.07,25.16,IoT,4,17,0,59.0,80.0,58.0,100,176.24,0.59,62.0,0,IoT+ERP,ROOM:R005|2026091117,1.0
SENS_R005,2026-09-11 18:00:00,R005,40,2.24,24.13,IoT,4,18,0,59.0,0.0,52.666666666666664,100,176.24,0.4,12.0,0,IoT+ERP,ROOM:R005|2026091118,1.0
SENS_R005,2026-09-11 19:00:00,R005,35,2.14,24.35,IoT,4,19,0,40.0,15.0,44.666666666666664,100,176.24,0.35,12.0,0,IoT+ERP,ROOM:R005|2026091119,1.0
SENS_R005,2026-09-11 20:00:00,R005,13,1.49,23.59,IoT,4,20,0,35.0,25.0,29.333333333333332,100,176.24,0.13,12.0,0,IoT+ERP,ROOM:R005|2026091120,1.0
SENS_R005,2026-09-11 21:00:00,R005,31,2.26,25.42,IoT,4,21,0,13.0,4.0,26.333333333333332,100,176.24,0.31,12.0,0,IoT+ERP,ROOM:R005|2026091121,1.0
SENS_R005,2026-09-12 06:00:00,R005,17,1.4,25.26,IoT,5,6,1,31.0,30.0,20.333333333333332,100,176.24,0.17,12.0,0,IoT+ERP,ROOM:R005|2026091206,1.0
SENS_R005,2026-09-12 07:00:00,R005,9,0.55,23.31,IoT,5,7,1,17.0,23.0,19.0,100,176.24,0.09,12.0,0,IoT+ERP,ROOM:R005|2026091207,1.0
SENS_R005,2026-09-12 08:00:00,R005,37,2.19,23.85,IoT,5,8,1,9.0,52.0,21.0,100,176.24,0.37,12.0,0,IoT+ERP,ROOM:R005|2026091208,1.0
SENS_R005,2026-09-12 09:00:00,R005,20,1.52,24.29,IoT,5,9,1,37.0,64.0,22.0,100,176.24,0.2,12.0,0,IoT+ERP,ROOM:R005|2026091209,1.0
SENS_R005,2026-09-12 10:00:00,R005,18,1.61,24.0,IoT,5,10,1,20.0,78.0,25.0,100,176.24,0.18,12.0,0,IoT+ERP,ROOM:R005|2026091210,1.0
SENS_R005,2026-09-12 11:00:00,R005,10,1.31,24.84,IoT,5,11,1,18.0,52.0,16.0,100,176.24,0.1,12.0,0,IoT+ERP,ROOM:R005|2026091211,1.0
SENS_R005,2026-09-12 12:00:00,R005,8,0.81,24.59,IoT,5,12,1,10.0,65.0,12.0,100,176.24,0.08,12.0,0,IoT+ERP,ROOM:R005|2026091212,1.0
SENS_R005,2026-09-12 13:00:00,R005,24,2.05,23.94,IoT,5,13,1,8.0,47.0,14.0,100,176.24,0.24,12.0,0,IoT+ERP,ROOM:R005|2026091213,1.0
SENS_R005,2026-09-12 14:00:00,R005,14,1.3,23.48,IoT,5,14,1,24.0,60.0,15.333333333333334,100,176.24,0.14,12.0,0,IoT+ERP,ROOM:R005|2026091214,1.0
SENS_R005,2026-09-12 15:00:00,R005,41,2.32,24.63,IoT,5,15,1,14.0,56.0,26.333333333333332,100,176.24,0.41,12.0,0,IoT+ERP,ROOM:R005|2026091215,1.0
SENS_R005,2026-09-12 16:00:00,R005,7,1.05,23.55,IoT,5,16,1,41.0,59.0,20.666666666666668,100,176.24,0.07,12.0,0,IoT+ERP,ROOM:R005|2026091216,1.0
SENS_R005,2026-09-12 17:00:00,R005,6,0.97,24.8,IoT,5,17,1,7.0,59.0,18.0,100,176.24,0.06,12.0,0,IoT+ERP,ROOM:R005|2026091217,1.0
SENS_R005,2026-09-12 18:00:00,R005,29,1.64,25.31,IoT,5,18,1,6.0,40.0,14.0,100,176.24,0.29,12.0,0,IoT+ERP,ROOM:R005|2026091218,1.0
SENS_R005,2026-09-12 19:00:00,R005,27,2.08,24.35,IoT,5,19,1,29.0,35.0,20.666666666666668,100,176.24,0.27,12.0,0,IoT+ERP,ROOM:R005|2026091219,1.0
SENS_R005,2026-09-12 20:00:00,R005,29,1.5,23.41,IoT,5,20,1,27.0,13.0,28.333333333333332,100,176.24,0.29,12.0,0,IoT+ERP,ROOM:R005|2026091220,1.0
