date,time_slot,department,course_count,student_demand,exam_period,semester,source_system
2026-09-27,17:00-18:00,EEE,7,55,1,2026-FALL,LMS
2026-09-27,17:00-18:00,ME,16,30,1,2026-FALL,LMS
2026-09-27,17:00-18:00,CE,20,25,1,2026-FALL,LMS
2026-09-27,17:00-18:00,AI-DS,15,58,1,2026-FALL,LMS
2026-09-27,17:00-18:00,MBA,19,55,1,2026-FALL,LMS
2026-09-28,09:00-10:00,CSE,10,49,0,2026-FALL,LMS
2026-09-28,09:00-10:00,ECE,13,50,0,2026-FALL,LMS
2026-09-28,09:00-10:00,EEE,7,29,0,2026-FALL,LMS
2026-09-28,09:00-10:00,ME,16,21,0,2026-FALL,LMS
2026-09-28,09:00-10:00,CE,20,30,0,2026-FALL,LMS
2026-09-28,09:00-10:00,AI-DS,15,39,0,2026-FALL,LMS
2026-09-28,09:00-10:00,MBA,19,33,0,2026-FALL,LMS
2026-09-28,10:00-11:00,CSE,10,76,0,2026-FALL,LMS
2026-09-28,10:00-11:00,ECE,13,74,0,2026-FALL,LMS
2026-09-28,10:00-11:00,EEE,7,62,0,2026-FALL,LMS
2026-09-28,10:00-11:00,ME,16,69,0,2026-FALL,LMS
2026-09-28,10:00-11:00,CE,20,19,0,2026-FALL,LMS
2026-09-28,10:00-11:00,AI-DS,15,59,0,2026-FALL,LMS
2026-09-28,10:00-11:00,MBA,19,44,0,2026-FALL,LMS
2026-09-28,11:00-12:00,CSE,10,35,0,2026-FALL,LMS
2026-09-28,11:00-12:00,ECE,13,39,0,2026-FALL,LMS
2026-09-28,11:00-12:00,EEE,7,39,0,2026-FALL,LMS
2026-09-28,11:00-12:00,ME,16,37,0,2026-FALL,LMS
2026-09-28,11:00-12:00,CE,20,32,0,2026-FALL,LMS
2026-09-28,11:00-12:00,AI-DS,15,18,0,2026-FALL,LMS
2026-09-28,11:00-12:00,MBA,19,13,0,2026-FALL,LMS
2026-09-28,12:00-13:00,CSE,10,53,0,2026-FALL,LMS
2026-09-28,12:00-13:00,ECE,13,10,0,2026-FALL,LMS
2026-09-28,12:00-13:00,EEE,7,83,0,2026-FALL,LMS
2026-09-28,12:00-13:00,ME,16,32,0,2026-FALL,LMS
2026-09-28,12:00-13:00,CE,20,10,0,2026-FALL,LMS
2026-09-28,12:00-13:00,AI-DS,15,55,0,2026-FALL,LMS
2026-09-28,12:00-13:00,MBA,19,42,0,2026-FALL,LMS
2026-09-28,14:00-15:00,CSE,10,26,0,2026-FALL,LMS
2026-09-28,14:00-15:00,ECE,13,33,0,2026-FALL,LMS
2026-09-28,14:00-15:00,EEE,7,43,0,2026-FALL,LMS
2026-09-28,14:00-15:00,ME,16,66,0,2026-FALL,LMS
2026-09-28,14:00-15:00,CE,20,10,0,2026-FALL,LMS
2026-09-28,14:00-15:00,AI-DS,15,51,0,2026-FALL,LMS
2026-09-28,14:00-15:00,MBA,19,77,0,2026-FALL,LMS
2026-09-28,15:00-16:00,CSE,10,28,0,2026-FALL,LMS
2026-09-28,15:00-16:00,ECE,13,59,0,2026-FALL,LMS
2026-09-28,15:00-16:00,EEE,7,58,0,2026-FALL,LMS
2026-09-28,15:00-16:00,ME,16,82,0,2026-FALL,LMS
2026-09-28,15:00-16:00,CE,20,49,0,2026-FALL,LMS
2026-09-28,15:00-16:00,AI-DS,15,59,0,2026-FALL,LMS
2026-09-28,15:00-16:00,MBA,19,66,0,2026-FALL,LMS
2026-09-28,16:00-17:00,CSE,10,57,0,2026-FALL,LMS
2026-09-28,16:00-17:00,ECE,13,27,0,2026-FALL,LMS
2026-09-28,16:00-17:00,EEE,7,30,0,2026-FALL,LMS
2026-09-28,16:00-17:00,ME,16,50,0,2026-FALL,LMS
2026-09-28,16:00-17:00,CE,20,62,0,2026-FALL,LMS
2026-09-28,16:00-17:00,AI-DS,15,51,0,2026-FALL,LMS
2026-09-28,16:00-17:00,MBA,19,24,0,2026-FALL,LMS
2026-09-28,17:00-18:00,CSE,10,40,0,2026-FALL,LMS
2026-09-28,17:00-18:00,ECE,13,17,0,2026-FALL,LMS
2026-09-28,17:00-18:00,EEE,7,56,0,2026-FALL,LMS
2026-09-28,17:00-18:00,ME,16,84,0,2026-FALL,LMS
2026-09-28,17:00-18:00,CE,20,55,0,2026-FALL,LMS
2026-09-28,17:00-18:00,AI-DS,15,10,0,2026-FALL,LMS
2026-09-28,17:00-18:00,MBA,19,47,0,2026-FALL,LMS
2026-09-29,09:00-10:00,CSE,10,44,0,2026-FALL,LMS
2026-09-29,09:00-10:00,ECE,13,34,0,2026-FALL,LMS
2026-09-29,09:00-10:00,EEE,7,10,0,2026-FALL,LMS
2026-09-29,09:00-10:00,ME,16,54,0,2026-FALL,LMS
2026-09-29,09:00-10:00,CE,20,63,0,2026-FALL,LMS
2026-09-29,09:00-10:00,AI-DS,15,27,0,2026-FALL,LMS
2026-09-29,09:00-10:00,MBA,19,27,0,2026-FALL,LMS
2026-09-29,10:00-11:00,CSE,10,38,0,2026-FALL,LMS
2026-09-29,10:00-11:00,ECE,13,79,0,2026-FALL,LMS
2026-09-29,10:00-11:00,EEE,7,39,0,2026-FALL,LMS
2026-09-29,10:00-11:00,ME,16,29,0,2026-FALL,LMS
2026-09-29,10:00-11:00,CE,20,37,0,2026-FALL,LMS
2026-09-29,10:00-11:00,AI-DS,15,56,0,2026-FALL,LMS
2026-09-29,10:00-11:00,MBA,19,10,0,2026-FALL,LMS
2026-09-29,11:00-12:00,CSE,10,40,0,2026-FALL,LMS
2026-09-29,11:00-12:00,ECE,13,38,0,2026-FALL,LMS
2026-09-29,11:00-12:00,EEE,7,42,0,2026-FALL,LMS
2026-09-29,11:00-12:00,ME,16,31,0,2026-FALL,LMS
2026-09-29,11:00-12:00,CE,20,18,0,2026-FALL,LMS
2026-09-29,11:00-12:00,AI-DS,15,63,0,2026-FALL,LMS
2026-09-29,11:00-12:00,MBA,19,10,0,2026-FALL,LMS
2026-09-29,12:00-13:00,CSE,10,76,0,2026-FALL,LMS
2026-09-29,12:00-13:00,ECE,13,51,0,2026-FALL,LMS
2026-09-29,12:00-13:00,EEE,7,58,0,2026-FALL,LMS
2026-09-29,12:00-13:00,ME,16,46,0,2026-FALL,LMS
2026-09-29,12:00-13:00,CE,20,68,0,2026-FALL,LMS
2026-09-29,12:00-13:00,AI-DS,15,55,0,2026-FALL,LMS
2026-09-29,12:00-13:00,MBA,19,71,0,2026-FALL,LMS
2026-09-29,14:00-15:00,CSE,10,61,0,2026-FALL,LMS
2026-09-29,14:00-15:00,ECE,13,67,0,2026-FALL,LMS
2026-09-29,14:00-15:00,EEE,7,30,0,2026-FALL,LMS
2026-09-29,14:00-15:00,ME,16,37,0,2026-FALL,LMS
2026-09-29,14:00-15:00,CE,20,45,0,2026-FALL,LMS
2026-09-29,14:00-15:00,AI-DS,15,45,0,2026-FALL,LMS
2026-09-29,14:00-15:00,MBA,19,56,0,2026-FALL,LMS
2026-09-29,15:00-16:00,CSE,10,30,0,2026-FALL,LMS
2026-09-29,15:00-16:00,ECE,13,44,0,2026-FALL,LMS
2026-09-29,15:00-16:00,EEE,7,57,0,2026-FALL,LMS
2026-09-29,15:00-16:00,ME,16,10,0,2026-FALL,LMS
2026-09-29,15:00-16:00,CE,20,66,0,2026-FALL,LMS
2026-09-29,15:00-16:00,AI-DS,15,85,0,2026-FALL,LMS
2026-09-29,15:00-16:00,MBA,19,26,0,2026-FALL,LMS
2026-09-29,16:00-17:00,CSE,10,74,0,2026-FALL,LMS
2026-09-29,16:00-17:00,ECE,13,49,0,2026-FALL,LMS
2026-09-29,16:00-17:00,EEE,7,27,0,2026-FALL,LMS
2026-09-29,16:00-17:00,ME,16,61,0,2026-FALL,LMS
2026-09-29,16:00-17:00,CE,20,83,0,2026-FALL,LMS
2026-09-29,16:00-17:00,AI-DS,15,36,0,2026-FALL,LMS
2026-09-29,16:00-17:00,MBA,19,23,0,2026-FALL,LMS
2026-09-29,17:00-18:00,CSE,10,10,0,2026-FALL,LMS
2026-09-29,17:00-18:00,ECE,13,42,0,2026-FALL,LMS
2026-09-29,17:00-18:00,EEE,7,48,0,2026-FALL,LMS
2026-09-29,17:00-18:00,ME,16,81,0,2026-FALL,LMS
2026-09-29,17:00-18:00,CE,20,82,0,2026-FALL,LMS
2026-09-29,17:00-18:00,AI-DS,15,31,0,2026-FALL,LMS
2026-09-29,17:00-18:00,MBA,19,61,0,2026-FALL,LMS
2026-09-30,09:00-10:00,CSE,10,21,0,2026-FALL,LMS
2026-09-30,09:00-10:00,ECE,13,46,0,2026-FALL,LMS
2026-09-30,09:00-10:00,EEE,7,42,0,2026-FALL,LMS
2026-09-30,09:00-10:00,ME,16,27,0,2026-FALL,LMS
2026-09-30,09:00-10:00,CE,20,42,0,2026-FALL,LMS
2026-09-30,09:00-10:00,AI-DS,15,61,0,2026-FALL,LMS
2026-09-30,09:00-10:00,MBA,19,66,0,2026-FALL,LMS
2026-09-30,10:00-11:00,CSE,10,42,0,2026-FALL,LMS
2026-09-30,10:00-11:00,ECE,13,43,0,2026-FALL,LMS
2026-09-30,10:00-11:00,EEE,7,10,0,2026-FALL,LMS
2026-09-30,10:00-11:00,ME,16,50,0,2026-FALL,LMS
2026-09-30,10:00-11:00,CE,20,39,0,2026-FALL,LMS
2026-09-30,10:00-11:00,AI-DS,15,43,0,2026-FALL,LMS
2026-09-30,10:00-11:00,MBA,19,35,0,2026-FALL,LMS
2026-09-30,11:00-12:00,CSE,10,26,0,2026-FALL,LMS
2026-09-30,11:00-12:00,ECE,13,27,0,2026-FALL,LMS
2026-09-30,11:00-12:00,EEE,7,31,0,2026-FALL,LMS
2026-09-30,11:00-12:00,ME,16,18,0,2026-FALL,LMS
2026-09-30,11:00-12:00,CE,20,50,0,2026-FALL,LMS
2026-09-30,11:00-12:00,AI-DS,15,56,0,2026-FALL,LMS
2026-09-30,11:00-12:00,MBA,19,42,0,2026-FALL,LMS
2026-09-30,12:00-13:00,CSE,10,48,0,2026-FALL,LMS
2026-09-30,12:00-13:00,ECE,13,40,0,2026-FALL,LMS
2026-09-30,12:00-13:00,EEE,7,67,0,2026-FALL,LMS
2026-09-30,12:00-13:00,ME,16,46,0,2026-FALL,LMS
2026-09-30,12:00-13:00,CE,20,50,0,2026-FALL,LMS
2026-09-30,12:00-13:00,AI-DS,15,61,0,2026-FALL,LMS
2026-09-30,12:00-13:00,MBA,19,44,0,2026-FALL,LMS
2026-09-30,14:00-15:00,CSE,10,72,0,2026-FALL,LMS
2026-09-30,14:00-15:00,ECE,13,31,0,2026-FALL,LMS
2026-09-30,14:00-15:00,EEE,7,79,0,2026-FALL,LMS
2026-09-30,14:00-15:00,ME,16,41,0,2026-FALL,LMS
2026-09-30,14:00-15:00,CE,20,31,0,2026-FALL,LMS
2026-09-30,14:00-15:00,AI-DS,15,13,0,2026-FALL,LMS
2026-09-30,14:00-15:00,MBA,19,62,0,2026-FALL,LMS
2026-09-30,15:00-16:00,CSE,10,37,0,2026-FALL,LMS
2026-09-30,15:00-16:00,ECE,13,47,0,2026-FALL,LMS
2026-09-30,15:00-16:00,EEE,7,50,0,2026-FALL,LMS
2026-09-30,15:00-16:00,ME,16,35,0,2026-FALL,LMS
2026-09-30,15:00-16:00,CE,20,66,0,2026-FALL,LMS
2026-09-30,15:00-16:00,AI-DS,15,54,0,2026-FALL,LMS
2026-09-30,15:00-16:00,MBA,19,27,0,2026-FALL,LMS
2026-09-30,16:00-17:00,CSE,10,18,0,2026-FALL,LMS
2026-09-30,16:00-17:00,ECE,13,60,0,2026-FALL,LMS
2026-09-30,16:00-17:00,EEE,7,40,0,2026-FALL,LMS
2026-09-30,16:00-17:00,ME,16,58,0,2026-FALL,LMS
2026-09-30,16:00-17:00,CE,20,40,0,2026-FALL,LMS
2026-09-30,16:00-17:00,AI-DS,15,49,0,2026-FALL,LMS
2026-09-30,16:00-17:00,MBA,19,61,0,2026-FALL,LMS
2026-09-30,17:00-18:00,CSE,10,14,0,2026-FALL,LMS
2026-09-30,17:00-18:00,ECE,13,78,0,2026-FALL,LMS
2026-09-30,17:00-18:00,EEE,7,52,0,2026-FALL,LMS
2026-09-30,17:00-18:00,ME,16,10,0,2026-FALL,LMS
2026-09-30,17:00-18:00,CE,20,71,0,2026-FALL,LMS
2026-09-30,17:00-18:00,AI-DS,15,64,0,2026-FALL,LMS
2026-09-30,17:00-18:00,MBA,19,41,0,2026-FALL,LMS
2026-10-01,09:00-10:00,CSE,10,72,0,2026-FALL,LMS
2026-10-01,09:00-10:00,ECE,13,32,0,2026-FALL,LMS
2026-10-01,09:00-10:00,EEE,7,42,0,2026-FALL,LMS
2026-10-01,09:00-10:00,ME,16,91,0,2026-FALL,LMS
2026-10-01,09:00-10:00,CE,20,55,0,2026-FALL,LMS
2026-10-01,09:00-10:00,AI-DS,15,66,0,2026-FALL,LMS
2026-10-01,09:00-10:00,MBA,19,61,0,2026-FALL,LMS
2026-10-01,10:00-11:00,CSE,10,17,0,2026-FALL,LMS
2026-10-01,10:00-11:00,ECE,13,50,0,2026-FALL,LMS
2026-10-01,10:00-11:00,EEE,7,49,0,2026-FALL,LMS
2026-10-01,10:00-11:00,ME,16,68,0,2026-FALL,LMS
2026-10-01,10:00-11:00,CE,20,75,0,2026-FALL,LMS
2026-10-01,10:00-11:00,AI-DS,15,70,0,2026-FALL,LMS
2026-10-01,10:00-11:00,MBA,19,35,0,2026-FALL,LMS
2026-10-01,11:00-12:00,CSE,10,16,0,2026-FALL,LMS
2026-10-01,11:00-12:00,ECE,13,54,0,2026-FALL,LMS
2026-10-01,11:00-12:00,EEE,7,43,0,2026-FALL,LMS
2026-10-01,11:00-12:00,ME,16,23,0,2026-FALL,LMS
2026-10-01,11:00-12:00,CE,20,31,0,2026-FALL,LMS
2026-10-01,11:00-12:00,AI-DS,15,43,0,2026-FALL,LMS
2026-10-01,11:00-12:00,MBA,19,50,0,2026-FALL,LMS
2026-10-01,12:00-13:00,CSE,10,33,0,2026-FALL,LMS
2026-10-01,12:00-13:00,ECE,13,44,0,2026-FALL,LMS
2026-10-01,12:00-13:00,EEE,7,43,0,2026-FALL,LMS
2026-10-01,12:00-13:00,ME,16,50,0,2026-FALL,LMS
2026-10-01,12:00-13:00,CE,20,25,0,2026-FALL,LMS
2026-10-01,12:00-13:00,AI-DS,15,31,0,2026-FALL,LMS
2026-10-01,12:00-13:00,MBA,19,71,0,2026-FALL,LMS
2026-10-01,14:00-15:00,CSE,10,39,0,2026-FALL,LMS
2026-10-01,14:00-15:00,ECE,13,54,0,2026-FALL,LMS
2026-10-01,14:00-15:00,EEE,7,20,0,2026-FALL,LMS
2026-10-01,14:00-15:00,ME,16,68,0,2026-FALL,LMS
2026-10-01,14:00-15:00,CE,20,68,0,2026-FALL,LMS
2026-10-01,14:00-15:00,AI-DS,15,50,0,2026-FALL,LMS
2026-10-01,14:00-15:00,MBA,19,32,0,2026-FALL,LMS
2026-10-01,15:00-16:00,CSE,10,16,0,2026-FALL,LMS
2026-10-01,15:00-16:00,ECE,13,90,0,2026-FALL,LMS
2026-10-01,15:00-16:00,EEE,7,36,0,2026-FALL,LMS
2026-10-01,15:00-16:00,ME,16,16,0,2026-FALL,LMS
2026-10-01,15:00-16:00,CE,20,33,0,2026-FALL,LMS
2026-10-01,15:00-16:00,AI-DS,15,52,0,2026-FALL,LMS
2026-10-01,15:00-16:00,MBA,19,20,0,2026-FALL,LMS
2026-10-01,16:00-17:00,CSE,10,33,0,2026-FALL,LMS
2026-10-01,16:00-17:00,ECE,13,16,0,2026-FALL,LMS
2026-10-01,16:00-17:00,EEE,7,73,0,2026-FALL,LMS
2026-10-01,16:00-17:00,ME,16,43,0,2026-FALL,LMS
2026-10-01,16:00-17:00,CE,20,15,0,2026-FALL,LMS
2026-10-01,16:00-17:00,AI-DS,15,26,0,2026-FALL,LMS
2026-10-01,16:00-17:00,MBA,19,32,0,2026-FALL,LMS
2026-10-01,17:00-18:00,CSE,10,45,0,2026-FALL,LMS
2026-10-01,17:00-18:00,ECE,13,26,0,2026-FALL,LMS
2026-10-01,17:00-18:00,EEE,7,37,0,2026-FALL,LMS
2026-10-01,17:00-18:00,ME,16,32,0,2026-FALL,LMS
2026-10-01,17:00-18:00,CE,20,16,0,2026-FALL,LMS
2026-10-01,17:00-18:00,AI-DS,15,26,0,2026-FALL,LMS
2026-10-01,17:00-18:00,MBA,19,29,0,2026-FALL,LMS
2026-10-02,09:00-10:00,CSE,10,20,0,2026-FALL,LMS
2026-10-02,09:00-10:00,ECE,13,16,0,2026-FALL,LMS
2026-10-02,09:00-10:00,EEE,7,33,0,2026-FALL,LMS
2026-10-02,09:00-10:00,ME,16,62,0,2026-FALL,LMS
2026-10-02,09:00-10:00,CE,20,42,0,2026-FALL,LMS
2026-10-02,09:00-10:00,AI-DS,15,10,0,2026-FALL,LMS
2026-10-02,09:00-10:00,MBA,19,65,0,2026-FALL,LMS
2026-10-02,10:00-11:00,CSE,10,31,0,2026-FALL,LMS
2026-10-02,10:00-11:00,ECE,13,73,0,2026-FALL,LMS
2026-10-02,10:00-11:00,EEE,7,61,0,2026-FALL,LMS
2026-10-02,10:00-11:00,ME,16,38,0,2026-FALL,LMS
2026-10-02,10:00-11:00,CE,20,41,0,2026-FALL,LMS
2026-10-02,10:00-11:00,AI-DS,15,22,0,2026-FALL,LMS
2026-10-02,10:00-11:00,MBA,19,58,0,2026-FALL,LMS
2026-10-02,11:00-12:00,CSE,10,77,0,2026-FALL,LMS
2026-10-02,11:00-12:00,ECE,13,30,0,2026-FALL,LMS
2026-10-02,11:00-12:00,EEE,7,32,0,2026-FALL,LMS
2026-10-02,11:00-12:00,ME,16,84,0,2026-FALL,LMS
2026-10-02,11:00-12:00,CE,20,46,0,2026-FALL,LMS
2026-10-02,11:00-12:00,AI-DS,15,14,0,2026-FALL,LMS
2026-10-02,11:00-12:00,MBA,19,17,0,2026-FALL,LMS
2026-10-02,12:00-13:00,CSE,10,79,0,2026-FALL,LMS
2026-10-02,12:00-13:00,ECE,13,54,0,2026-FALL,LMS
2026-10-02,12:00-13:00,EEE,7,23,0,2026-FALL,LMS
2026-10-02,12:00-13:00,ME,16,51,0,2026-FALL,LMS
2026-10-02,12:00-13:00,CE,20,28,0,2026-FALL,LMS
2026-10-02,12:00-13:00,AI-DS,15,10,0,2026-FALL,LMS
2026-10-02,12:00-13:00,MBA,19,38,0,2026-FALL,LMS
2026-10-02,14:00-15:00,CSE,10,44,0,2026-FALL,LMS
2026-10-02,14:00-15:00,ECE,13,13,0,2026-FALL,LMS
2026-10-02,14:00-15:00,EEE,7,19,0,2026-FALL,LMS
2026-10-02,14:00-15:00,ME,16,24,0,2026-FALL,LMS
2026-10-02,14:00-15:00,CE,20,40,0,2026-FALL,LMS
2026-10-02,14:00-15:00,AI-DS,15,47,0,2026-FALL,LMS
2026-10-02,14:00-15:00,MBA,19,16,0,2026-FALL,LMS
2026-10-02,15:00-16:00,CSE,10,33,0,2026-FALL,LMS
2026-10-02,15:00-16:00,ECE,13,35,0,2026-FALL,LMS
2026-10-02,15:00-16:00,EEE,7,10,0,2026-FALL,LMS
2026-10-02,15:00-16:00,ME,16,49,0,2026-FALL,LMS
2026-10-02,15:00-16:00,CE,20,56,0,2026-FALL,LMS
2026-10-02,15:00-16:00,AI-DS,15,51,0,2026-FALL,LMS
2026-10-02,15:00-16:00,MBA,19,18,0,2026-FALL,LMS
2026-10-02,16:00-17:00,CSE,10,56,0,2026-FALL,LMS
2026-10-02,16:00-17:00,ECE,13,42,0,2026-FALL,LMS
2026-10-02,16:00-17:00,EEE,7,64,0,2026-FALL,LMS
2026-10-02,16:00-17:00,ME,16,54,0,2026-FALL,LMS
2026-10-02,16:00-17:00,CE,20,51,0,2026-FALL,LMS
2026-10-02,16:00-17:00,AI-DS,15,39,0,2026-FALL,LMS
2026-10-02,16:00-17:00,MBA,19,64,0,2026-FALL,LMS
2026-10-02,17:00-18:00,CSE,10,22,0,2026-FALL,LMS
2026-10-02,17:00-18:00,ECE,13,19,0,2026-FALL,LMS
2026-10-02,17:00-18:00,EEE,7,99,0,2026-FALL,LMS
2026-10-02,17:00-18:00,ME,16,10,0,2026-FALL,LMS
2026-10-02,17:00-18:00,CE,20,21,0,2026-FALL,LMS
2026-10-02,17:00-18:00,AI-DS,15,61,0,2026-FALL,LMS
2026-10-02,17:00-18:00,MBA,19,12,0,2026-FALL,LMS
2026-10-03,09:00-10:00,CSE,10,59,0,2026-FALL,LMS
2026-10-03,09:00-10:00,ECE,13,69,0,2026-FALL,LMS
2026-10-03,09:00-10:00,EEE,7,71,0,2026-FALL,LMS
2026-10-03,09:00-10:00,ME,16,46,0,2026-FALL,LMS
2026-10-03,09:00-10:00,CE,20,21,0,2026-FALL,LMS
2026-10-03,09:00-10:00,AI-DS,15,26,0,2026-FALL,LMS
2026-10-03,09:00-10:00,MBA,19,70,0,2026-FALL,LMS
2026-10-03,10:00-11:00,CSE,10,10,0,2026-FALL,LMS
2026-10-03,10:00-11:00,ECE,13,61,0,2026-FALL,LMS
2026-10-03,10:00-11:00,EEE,7,12,0,2026-FALL,LMS
2026-10-03,10:00-11:00,ME,16,43,0,2026-FALL,LMS
2026-10-03,10:00-11:00,CE,20,32,0,2026-FALL,LMS
2026-10-03,10:00-11:00,AI-DS,15,36,0,2026-FALL,LMS
2026-10-03,10:00-11:00,MBA,19,71,0,2026-FALL,LMS
2026-10-03,11:00-12:00,CSE,10,34,0,2026-FALL,LMS
2026-10-03,11:00-12:00,ECE,13,65,0,2026-FALL,LMS
2026-10-03,11:00-12:00,EEE,7,30,0,2026-FALL,LMS
2026-10-03,11:00-12:00,ME,16,50,0,2026-FALL,LMS
2026-10-03,11:00-12:00,CE,20,42,0,2026-FALL,LMS
2026-10-03,11:00-12:00,AI-DS,15,17,0,2026-FALL,LMS
2026-10-03,11:00-12:00,MBA,19,17,0,2026-FALL,LMS
2026-10-03,12:00-13:00,CSE,10,39,0,2026-FALL,LMS
2026-10-03,12:00-13:00,ECE,13,37,0,2026-FALL,LMS
2026-10-03,12:00-13:00,EEE,7,58,0,2026-FALL,LMS
2026-10-03,12:00-13:00,ME,16,10,0,2026-FALL,LMS
2026-10-03,12:00-13:00,CE,20,28,0,2026-FALL,LMS
2026-10-03,12:00-13:00,AI-DS,15,53,0,2026-FALL,LMS
2026-10-03,12:00-13:00,MBA,19,40,0,2026-FALL,LMS
2026-10-03,14:00-15:00,CSE,10,15,0,2026-FALL,LMS
2026-10-03,14:00-15:00,ECE,13,52,0,2026-FALL,LMS
2026-10-03,14:00-15:00,EEE,7,61,0,2026-FALL,LMS
2026-10-03,14:00-15:00,ME,16,25,0,2026-FALL,LMS
2026-10-03,14:00-15:00,CE,20,64,0,2026-FALL,LMS
2026-10-03,14:00-15:00,AI-DS,15,33,0,2026-FALL,LMS
2026-10-03,14:00-15:00,MBA,19,37,0,2026-FALL,LMS
2026-10-03,15:00-16:00,CSE,10,34,0,2026-FALL,LMS
2026-10-03,15:00-16:00,ECE,13,65,0,2026-FALL,LMS
2026-10-03,15:00-16:00,EEE,7,41,0,2026-FALL,LMS
2026-10-03,15:00-16:00,ME,16,60,0,2026-FALL,LMS
2026-10-03,15:00-16:00,CE,20,35,0,2026-FALL,LMS
2026-10-03,15:00-16:00,AI-DS,15,52,0,2026-FALL,LMS
2026-10-03,15:00-16:00,MBA,19,23,0,2026-FALL,LMS
2026-10-03,16:00-17:00,CSE,10,65,0,2026-FALL,LMS
2026-10-03,16:00-17:00,ECE,13,38,0,2026-FALL,LMS
2026-10-03,16:00-17:00,EEE,7,69,0,2026-FALL,LMS
2026-10-03,16:00-17:00,ME,16,43,0,2026-FALL,LMS
2026-10-03,16:00-17:00,CE,20,46,0,2026-FALL,LMS
2026-10-03,16:00-17:00,AI-DS,15,90,0,2026-FALL,LMS
2026-10-03,16:00-17:00,MBA,19,59,0,2026-FALL,LMS
2026-10-03,17:00-18:00,CSE,10,48,0,2026-FALL,LMS
2026-10-03,17:00-18:00,ECE,13,20,0,2026-FALL,LMS
2026-10-03,17:00-18:00,EEE,7,29,0,2026-FALL,LMS
2026-10-03,17:00-18:00,ME,16,60,0,2026-FALL,LMS
2026-10-03,17:00-18:00,CE,20,38,0,2026-FALL,LMS
2026-10-03,17:00-18:00,AI-DS,15,40,0,2026-FALL,LMS
2026-10-03,17:00-18:00,MBA,19,23,0,2026-FALL,LMS
2026-10-04,09:00-10:00,CSE,10,53,0,2026-FALL,LMS
2026-10-04,09:00-10:00,ECE,13,47,0,2026-FALL,LMS
2026-10-04,09:00-10:00,EEE,7,59,0,2026-FALL,LMS
2026-10-04,09:00-10:00,ME,16,69,0,2026-FALL,LMS
2026-10-04,09:00-10:00,CE,20,53,0,2026-FALL,LMS
2026-10-04,09:00-10:00,AI-DS,15,21,0,2026-FALL,LMS
2026-10-04,09:00-10:00,MBA,19,14,0,2026-FALL,LMS
2026-10-04,10:00-11:00,CSE,10,59,0,2026-FALL,LMS
2026-10-04,10:00-11:00,ECE,13,47,0,2026-FALL,LMS
2026-10-04,10:00-11:00,EEE,7,80,0,2026-FALL,LMS
2026-10-04,10:00-11:00,ME,16,45,0,2026-FALL,LMS
2026-10-04,10:00-11:00,CE,20,10,0,2026-FALL,LMS
2026-10-04,10:00-11:00,AI-DS,15,19,0,2026-FALL,LMS
2026-10-04,10:00-11:00,MBA,19,29,0,2026-FALL,LMS
2026-10-04,11:00-12:00,CSE,10,79,0,2026-FALL,LMS
2026-10-04,11:00-12:00,ECE,13,68,0,2026-FALL,LMS
2026-10-04,11:00-12:00,EEE,7,34,0,2026-FALL,LMS
2026-10-04,11:00-12:00,ME,16,41,0,2026-FALL,LMS
2026-10-04,11:00-12:00,CE,20,17,0,2026-FALL,LMS
2026-10-04,11:00-12:00,AI-DS,15,17,0,2026-FALL,LMS
2026-10-04,11:00-12:00,MBA,19,67,0,2026-FALL,LMS
2026-10-04,12:00-13:00,CSE,10,63,0,2026-FALL,LMS
2026-10-04,12:00-13:00,ECE,13,39,0,2026-FALL,LMS
2026-10-04,12:00-13:00,EEE,7,81,0,2026-FALL,LMS
2026-10-04,12:00-13:00,ME,16,53,0,2026-FALL,LMS
2026-10-04,12:00-13:00,CE,20,49,0,2026-FALL,LMS
2026-10-04,12:00-13:00,AI-DS,15,49,0,2026-FALL,LMS
2026-10-04,12:00-13:00,MBA,19,23,0,2026-FALL,LMS
2026-10-04,14:00-15:00,CSE,10,63,0,2026-FALL,LMS
2026-10-04,14:00-15:00,ECE,13,64,0,2026-FALL,LMS
2026-10-04,14:00-15:00,EEE,7,49,0,2026-FALL,LMS
2026-10-04,14:00-15:00,ME,16,22,0,2026-FALL,LMS
2026-10-04,14:00-15:00,CE,20,66,0,2026-FALL,LMS
2026-10-04,14:00-15:00,AI-DS,15,10,0,2026-FALL,LMS
2026-10-04,14:00-15:00,MBA,19,29,0,2026-FALL,LMS
2026-10-04,15:00-16:00,CSE,10,56,0,2026-FALL,LMS
2026-10-04,15:00-16:00,ECE,13,36,0,2026-FALL,LMS
2026-10-04,15:00-16:00,EEE,7,25,0,2026-FALL,LMS
2026-10-04,15:00-16:00,ME,16,72,0,2026-FALL,LMS
2026-10-04,15:00-16:00,CE,20,67,0,2026-FALL,LMS
2026-10-04,15:00-16:00,AI-DS,15,66,0,2026-FALL,LMS
2026-10-04,15:00-16:00,MBA,19,51,0,2026-FALL,LMS
2026-10-04,16:00-17:00,CSE,10,45,0,2026-FALL,LMS
2026-10-04,16:00-17:00,ECE,13,79,0,2026-FALL,LMS
2026-10-04,16:00-17:00,EEE,7,73,0,2026-FALL,LMS
2026-10-04,16:00-17:00,ME,16,43,0,2026-FALL,LMS
2026-10-04,16:00-17:00,CE,20,99,0,2026-FALL,LMS
