event_id,timestamp,resource_id,event_type,old_state,new_state,source_system,event_confidence
EVT_00274,2026-09-05T04:00:00,ROOM_R024,booking_created,reserved,maintenance,ERP,0.934
EVT_00275,2026-09-18T03:00:00,ROOM_R012,maintenance_started,occupied,maintenance,OpsLog,0.895
EVT_00276,2026-09-12T08:00:00,ROOM_R002,booking_cancelled,reserved,available,IoT,0.829
EVT_00277,2026-09-08T16:00:00,ROOM_R030,maintenance_completed,reserved,reserved,LMS,0.918
EVT_00278,2026-09-07T23:00:00,ROOM_R016,booking_cancelled,available,available,ERP,0.869
EVT_00279,2026-09-15T14:00:00,ROOM_R018,booking_cancelled,occupied,available,IoT,0.993
EVT_00280,2026-09-10T16:00:00,ROOM_R020,booking_cancelled,reserved,available,ERP,0.978
EVT_00281,2026-09-12T02:00:00,ROOM_R028,occupancy_update,occupied,available,ERP,0.869
EVT_00282,2026-09-09T16:00:00,ROOM_R003,maintenance_completed,reserved,reserved,ERP,0.84
EVT_00283,2026-09-02T23:00:00,ROOM_R002,occupancy_update,occupied,reserved,OpsLog,0.972
EVT_00284,2026-09-09T10:00:00,ROOM_R013,maintenance_started,reserved,reserved,ERP,0.974
EVT_00285,2026-09-07T16:00:00,ROOM_R022,booking_cancelled,available,maintenance,LMS,0.91
EVT_00286,2026-09-18T02:00:00,ROOM_R016,maintenance_started,occupied,reserved,ERP,0.931
EVT_00287,2026-09-01T23:00:00,ROOM_R006,booking_created,occupied,reserved,LMS,0.862
EVT_00288,2026-09-18T02:00:00,ROOM_R018,occupancy_update,occupied,occupied,LMS,0.889
EVT_00289,2026-09-06T17:00:00,ROOM_R017,booking_cancelled,reserved,available,OpsLog,0.837
EVT_00290,2026-09-09T05:00:00,ROOM_R029,booking_created,reserved,occupied,OpsLog,0.859
EVT_00291,2026-09-08T03:00:00,ROOM_R018,occupancy_update,reserved,reserved,LMS,0.856
EVT_00292,2026-09-15T01:00:00,ROOM_R012,occupancy_update,reserved,occupied,IoT,0.942
EVT_00293,2026-09-05T04:00:00,ROOM_R012,maintenance_started,available,available,OpsLog,0.981
EVT_00294,2026-09-04T11:00:00,ROOM_R016,maintenance_completed,occupied,maintenance,LMS,0.873
EVT_00295,2026-09-10T17:00:00,ROOM_R027,maintenance_completed,available,maintenance,LMS,0.955
EVT_00296,2026-09-05T20:00:00,ROOM_R025,maintenance_completed,reserved,available,OpsLog,0.957
EVT_00297,2026-09-02T14:00:00,ROOM_R020,maintenance_started,reserved,occupied,LMS,0.882
EVT_00298,2026-09-12T15:00:00,ROOM_R011,maintenance_completed,occupied,occupied,IoT,0.859
EVT_00299,2026-09-16T01:00:00,ROOM_R025,booking_cancelled,reserved,maintenance,ERP,0.823
EVT_00300,2026-09-10T13:00:00,ROOM_R010,maintenance_started,occupied,available,OpsLog,0.855
EVT_00301,2026-09-11T04:00:00,ROOM_R005,maintenance_completed,reserved,maintenance,IoT,0.954
EVT_00302,2026-09-08T09:00:00,ROOM_R014,booking_cancelled,occupied,maintenance,IoT,0.889
EVT_00303,2026-09-11T19:00:00,ROOM_R029,booking_created,reserved,reserved,ERP,0.847
EVT_00304,2026-09-03T15:00:00,ROOM_R003,maintenance_completed,available,reserved,ERP,0.88
EVT_00305,2026-09-02T15:00:00,ROOM_R019,booking_created,occupied,available,ERP,0.986
EVT_00306,2026-09-11T23:00:00,ROOM_R014,booking_created,occupied,reserved,IoT,0.832
EVT_00307,2026-09-10T02:00:00,ROOM_R028,occupancy_update,reserved,maintenance,IoT,0.98
EVT_00308,2026-09-14T20:00:00,ROOM_R022,maintenance_started,occupied,available,ERP,0.875
EVT_00309,2026-09-05T12:00:00,ROOM_R008,maintenance_started,reserved,reserved,LMS,0.824
EVT_00310,2026-09-18T11:00:00,ROOM_R012,maintenance_started,reserved,available,ERP,0.898
EVT_00311,2026-09-15T08:00:00,ROOM_R004,maintenance_started,reserved,reserved,IoT,0.883
EVT_00312,2026-09-11T02:00:00,ROOM_R008,booking_created,occupied,maintenance,ERP,0.821
EVT_00313,2026-09-14T04:00:00,ROOM_R003,booking_created,occupied,available,OpsLog,0.911
EVT_00314,2026-09-01T07:00:00,ROOM_R020,occupancy_update,occupied,available,ERP,0.907
EVT_00315,2026-09-03T04:00:00,ROOM_R022,booking_cancelled,occupied,available,ERP,0.925
EVT_00316,2026-09-03T02:00:00,ROOM_R009,maintenance_completed,reserved,reserved,ERP,0.916
EVT_00317,2026-09-05T00:00:00,ROOM_R018,maintenance_started,available,maintenance,IoT,0.992
EVT_00318,2026-09-10T23:00:00,ROOM_R006,maintenance_completed,occupied,maintenance,IoT,0.972
EVT_00319,2026-09-12T00:00:00,ROOM_R002,maintenance_completed,occupied,occupied,IoT,0.889
EVT_00320,2026-09-12T12:00:00,ROOM_R010,maintenance_completed,available,maintenance,LMS,0.996
EVT_00321,2026-09-14T21:00:00,ROOM_R029,occupancy_update,reserved,available,OpsLog,0.987
EVT_00322,2026-09-17T19:00:00,ROOM_R010,maintenance_started,occupied,reserved,ERP,0.821
EVT_00323,2026-09-01T11:00:00,ROOM_R022,occupancy_update,occupied,available,ERP,0.884
EVT_00324,2026-09-16T10:00:00,ROOM_R004,maintenance_completed,reserved,available,IoT,0.971
EVT_00325,2026-09-11T05:00:00,ROOM_R008,booking_created,available,available,LMS,0.909
EVT_00326,2026-09-18T13:00:00,ROOM_R013,booking_created,reserved,occupied,OpsLog,0.853
EVT_00327,2026-09-05T09:00:00,ROOM_R026,maintenance_started,available,maintenance,ERP,0.831
EVT_00328,2026-09-18T17:00:00,ROOM_R007,booking_created,reserved,maintenance,IoT,0.88
EVT_00329,2026-09-02T00:00:00,ROOM_R009,maintenance_started,available,reserved,LMS,0.879
EVT_00330,2026-09-04T00:00:00,ROOM_R006,maintenance_started,reserved,reserved,ERP,0.926
EVT_00331,2026-09-02T02:00:00,ROOM_R026,booking_cancelled,available,maintenance,LMS,0.958
EVT_00332,2026-09-18T23:00:00,ROOM_R012,occupancy_update,available,reserved,OpsLog,0.873
EVT_00333,2026-09-09T23:00:00,ROOM_R002,maintenance_started,available,available,OpsLog,0.848
EVT_00334,2026-09-06T10:00:00,ROOM_R029,occupancy_update,reserved,reserved,IoT,0.867
EVT_00335,2026-09-15T21:00:00,ROOM_R008,occupancy_update,occupied,reserved,IoT,0.962
EVT_00336,2026-09-13T23:00:00,ROOM_R020,occupancy_update,reserved,occupied,OpsLog,0.886
EVT_00337,2026-09-07T14:00:00,ROOM_R023,occupancy_update,reserved,occupied,ERP,0.986
EVT_00338,2026-09-19T21:00:00,ROOM_R027,booking_created,occupied,available,IoT,0.894
EVT_00339,2026-09-12T12:00:00,ROOM_R025,maintenance_completed,reserved,occupied,LMS,0.854
EVT_00340,2026-09-06T12:00:00,ROOM_R007,booking_cancelled,occupied,occupied,ERP,0.986
EVT_00341,2026-09-07T09:00:00,ROOM_R012,maintenance_completed,reserved,occupied,LMS,0.879
EVT_00342,2026-09-14T16:00:00,ROOM_R016,booking_cancelled,occupied,reserved,LMS,0.927
EVT_00343,2026-09-14T06:00:00,ROOM_R015,maintenance_started,occupied,maintenance,ERP,0.877
EVT_00344,2026-09-04T11:00:00,ROOM_R017,maintenance_completed,reserved,reserved,OpsLog,0.856
EVT_00345,2026-09-05T00:00:00,ROOM_R014,maintenance_started,occupied,maintenance,ERP,0.959
EVT_00346,2026-09-02T05:00:00,ROOM_R007,occupancy_update,reserved,available,IoT,0.85
EVT_00347,2026-09-14T09:00:00,ROOM_R003,booking_created,available,maintenance,ERP,0.961
EVT_00348,2026-09-14T16:00:00,ROOM_R025,booking_cancelled,available,available,ERP,0.872
EVT_00349,2026-09-11T21:00:00,ROOM_R007,booking_cancelled,occupied,reserved,OpsLog,0.872
EVT_00350,2026-09-11T19:00:00,ROOM_R017,booking_created,reserved,maintenance,LMS,0.921
EVT_00351,2026-09-03T17:00:00,ROOM_R012,booking_created,occupied,reserved,LMS,0.826
EVT_00352,2026-09-19T06:00:00,ROOM_R007,booking_cancelled,reserved,occupied,ERP,0.851
EVT_00353,2026-09-02T08:00:00,ROOM_R012,occupancy_update,occupied,occupied,ERP,0.962
EVT_00354,2026-09-09T23:00:00,ROOM_R028,occupancy_update,occupied,occupied,ERP,0.905
EVT_00355,2026-09-08T15:00:00,ROOM_R016,booking_cancelled,occupied,available,IoT,0.918
EVT_00356,2026-09-15T04:00:00,ROOM_R030,occupancy_update,available,occupied,IoT,0.849
EVT_00357,2026-09-19T23:00:00,ROOM_R004,booking_created,available,reserved,ERP,0.839
EVT_00358,2026-09-03T01:00:00,ROOM_R028,maintenance_started,reserved,occupied,LMS,0.854
EVT_00359,2026-09-12T20:00:00,ROOM_R012,booking_cancelled,available,reserved,LMS,0.988
EVT_00360,2026-09-09T17:00:00,ROOM_R027,booking_created,reserved,occupied,OpsLog,0.954
EVT_00361,2026-09-16T22:00:00,ROOM_R005,occupancy_update,occupied,reserved,ERP,0.857
EVT_00362,2026-09-11T03:00:00,ROOM_R004,booking_cancelled,reserved,available,ERP,0.878
EVT_00363,2026-09-18T19:00:00,ROOM_R020,maintenance_started,occupied,maintenance,OpsLog,0.919
EVT_00364,2026-09-18T06:00:00,ROOM_R002,occupancy_update,reserved,available,ERP,0.957
EVT_00365,2026-09-03T03:00:00,ROOM_R007,booking_created,occupied,reserved,LMS,0.855
EVT_00366,2026-09-04T17:00:00,ROOM_R023,maintenance_started,available,reserved,ERP,0.963
EVT_00367,2026-09-09T20:00:00,ROOM_R020,occupancy_update,available,occupied,OpsLog,0.968
EVT_00368,2026-09-13T00:00:00,ROOM_R023,booking_created,available,available,ERP,0.9
EVT_00369,2026-09-13T02:00:00,ROOM_R015,booking_created,available,occupied,IoT,0.884
EVT_00370,2026-09-08T06:00:00,ROOM_R011,booking_created,occupied,maintenance,OpsLog,0.935
EVT_00371,2026-09-04T10:00:00,ROOM_R021,maintenance_started,available,occupied,LMS,0.879
EVT_00372,2026-09-07T01:00:00,ROOM_R001,maintenance_completed,available,available,OpsLog,0.912
EVT_00373,2026-09-02T16:00:00,ROOM_R020,booking_cancelled,available,maintenance,OpsLog,0.909
EVT_00374,2026-09-13T03:00:00,ROOM_R013,maintenance_completed,reserved,occupied,IoT,1.0
EVT_00375,2026-09-14T18:00:00,ROOM_R004,maintenance_completed,occupied,maintenance,ERP,0.89
EVT_00376,2026-09-04T16:00:00,ROOM_R008,occupancy_update,reserved,available,IoT,0.846
EVT_00377,2026-09-02T22:00:00,ROOM_R012,booking_cancelled,available,maintenance,ERP,0.914
EVT_00378,2026-09-09T10:00:00,ROOM_R029,booking_created,occupied,occupied,ERP,0.857
EVT_00379,2026-09-04T12:00:00,ROOM_R029,maintenance_started,available,occupied,OpsLog,0.894
EVT_00380,2026-09-10T06:00:00,ROOM_R017,maintenance_started,reserved,reserved,ERP,0.858
EVT_00381,2026-09-02T21:00:00,ROOM_R013,booking_created,available,available,OpsLog,0.884
EVT_00382,2026-09-19T02:00:00,ROOM_R025,occupancy_update,occupied,reserved,OpsLog,0.857
EVT_00383,2026-09-14T02:00:00,ROOM_R030,maintenance_started,reserved,reserved,ERP,0.955
EVT_00384,2026-09-02T16:00:00,ROOM_R001,booking_cancelled,occupied,maintenance,OpsLog,0.832
EVT_00385,2026-09-01T23:00:00,ROOM_R030,booking_created,reserved,available,LMS,0.903
EVT_00386,2026-09-13T05:00:00,ROOM_R014,occupancy_update,reserved,reserved,OpsLog,0.93
EVT_00387,2026-09-13T23:00:00,ROOM_R007,booking_cancelled,reserved,reserved,LMS,0.866
EVT_00388,2026-09-04T10:00:00,ROOM_R007,occupancy_update,occupied,reserved,ERP,0.85
EVT_00389,2026-09-03T03:00:00,ROOM_R006,booking_cancelled,reserved,maintenance,IoT,0.896
EVT_00390,2026-09-14T17:00:00,ROOM_R025,occupancy_update,reserved,available,IoT,0.943
EVT_00391,2026-09-02T00:00:00,ROOM_R021,maintenance_completed,reserved,available,ERP,0.842
EVT_00392,2026-09-07T10:00:00,ROOM_R024,occupancy_update,occupied,available,ERP,0.962
EVT_00393,2026-09-12T21:00:00,ROOM_R012,occupancy_update,reserved,available,LMS,0.941
EVT_00394,2026-09-11T05:00:00,ROOM_R021,booking_cancelled,reserved,occupied,OpsLog,0.984
EVT_00395,2026-09-17T17:00:00,ROOM_R014,booking_cancelled,available,occupied,LMS,0.965
EVT_00396,2026-09-07T11:00:00,ROOM_R015,booking_created,occupied,reserved,LMS,0.946
EVT_00397,2026-09-16T18:00:00,ROOM_R028,booking_created,occupied,reserved,LMS,0.928
EVT_00398,2026-09-16T10:00:00,ROOM_R013,occupancy_update,occupied,occupied,ERP,0.825
EVT_00399,2026-09-02T18:00:00,ROOM_R015,booking_cancelled,reserved,reserved,LMS,0.886
EVT_00400,2026-09-06T01:00:00,ROOM_R030,maintenance_completed,reserved,maintenance,ERP,0.955
EVT_00401,2026-09-04T23:00:00,ROOM_R015,maintenance_started,reserved,occupied,IoT,0.922
EVT_00402,2026-09-12T16:00:00,ROOM_R021,maintenance_completed,available,occupied,LMS,0.875
EVT_00403,2026-09-17T09:00:00,ROOM_R013,maintenance_started,available,reserved,LMS,0.96
EVT_00404,2026-09-12T10:00:00,ROOM_R002,maintenance_completed,occupied,available,LMS,0.821
EVT_00405,2026-09-17T06:00:00,ROOM_R027,maintenance_started,reserved,available,OpsLog,0.941
EVT_00406,2026-09-08T15:00:00,ROOM_R028,occupancy_update,reserved,reserved,IoT,0.833
EVT_00407,2026-09-08T06:00:00,ROOM_R021,booking_created,available,available,OpsLog,0.83
EVT_00408,2026-09-15T07:00:00,ROOM_R028,booking_cancelled,available,occupied,OpsLog,0.928
EVT_00409,2026-09-01T00:00:00,ROOM_R018,maintenance_started,available,reserved,LMS,0.904
EVT_00410,2026-09-11T05:00:00,ROOM_R030,booking_cancelled,reserved,maintenance,LMS,0.958
EVT_00411,2026-09-05T05:00:00,ROOM_R015,occupancy_update,occupied,occupied,IoT,0.943
EVT_00412,2026-09-07T21:00:00,ROOM_R008,booking_created,available,available,IoT,0.856
EVT_00413,2026-09-19T12:00:00,ROOM_R006,booking_cancelled,occupied,maintenance,ERP,0.9
EVT_00414,2026-09-06T08:00:00,ROOM_R030,occupancy_update,available,occupied,IoT,0.986
EVT_00415,2026-09-08T14:00:00,ROOM_R003,maintenance_completed,occupied,occupied,ERP,0.998
EVT_00416,2026-09-17T00:00:00,ROOM_R026,booking_cancelled,available,occupied,OpsLog,0.938
EVT_00417,2026-09-05T05:00:00,ROOM_R003,booking_cancelled,occupied,occupied,IoT,0.927
EVT_00418,2026-09-18T18:00:00,ROOM_R020,occupancy_update,available,reserved,IoT,0.864
EVT_00419,2026-09-08T14:00:00,ROOM_R027,maintenance_started,reserved,reserved,LMS,0.975
EVT_00420,2026-09-16T03:00:00,ROOM_R013,maintenance_started,occupied,available,LMS,0.892
EVT_00421,2026-09-09T22:00:00,ROOM_R029,booking_created,occupied,available,ERP,0.878
EVT_00422,2026-09-04T22:00:00,ROOM_R017,booking_created,available,occupied,ERP,0.944
EVT_00423,2026-09-18T17:00:00,ROOM_R010,maintenance_completed,reserved,reserved,LMS,0.968
EVT_00424,2026-09-13T16:00:00,ROOM_R015,maintenance_completed,reserved,occupied,ERP,0.927
EVT_00425,2026-09-09T16:00:00,ROOM_R012,maintenance_started,occupied,reserved,LMS,1.0
EVT_00426,2026-09-05T17:00:00,ROOM_R012,booking_created,available,maintenance,IoT,0.996
EVT_00427,2026-09-09T06:00:00,ROOM_R010,occupancy_update,occupied,reserved,IoT,0.846
EVT_00428,2026-09-15T18:00:00,ROOM_R026,occupancy_update,occupied,reserved,IoT,0.848
EVT_00429,2026-09-06T13:00:00,ROOM_R015,maintenance_completed,available,available,OpsLog,0.98
EVT_00430,2026-09-01T07:00:00,ROOM_R004,maintenance_started,available,occupied,OpsLog,0.934
EVT_00431,2026-09-05T01:00:00,ROOM_R021,booking_cancelled,reserved,available,ERP,0.838
EVT_00432,2026-09-01T08:00:00,ROOM_R022,booking_cancelled,available,maintenance,OpsLog,0.856
EVT_00433,2026-09-09T19:00:00,ROOM_R030,booking_cancelled,available,maintenance,LMS,0.951
EVT_00434,2026-09-04T23:00:00,ROOM_R030,maintenance_started,occupied,reserved,ERP,0.856
EVT_00435,2026-09-11T09:00:00,ROOM_R014,maintenance_completed,reserved,maintenance,OpsLog,0.906
EVT_00436,2026-09-07T12:00:00,ROOM_R013,maintenance_started,reserved,occupied,OpsLog,0.927
EVT_00437,2026-09-09T17:00:00,ROOM_R023,booking_created,available,available,LMS,0.857
EVT_00438,2026-09-03T19:00:00,ROOM_R016,maintenance_completed,reserved,occupied,IoT,0.969
EVT_00439,2026-09-01T00:00:00,ROOM_R006,maintenance_started,reserved,maintenance,IoT,0.929
EVT_00440,2026-09-09T05:00:00,ROOM_R003,booking_cancelled,reserved,reserved,IoT,0.974
EVT_00441,2026-09-08T12:00:00,ROOM_R004,booking_cancelled,reserved,maintenance,ERP,0.896
EVT_00442,2026-09-03T15:00:00,ROOM_R014,occupancy_update,available,reserved,ERP,0.995
EVT_00443,2026-09-04T04:00:00,ROOM_R013,occupancy_update,occupied,occupied,LMS,0.995
EVT_00444,2026-09-10T18:00:00,ROOM_R019,booking_cancelled,reserved,maintenance,IoT,0.875
EVT_00445,2026-09-02T19:00:00,ROOM_R025,occupancy_update,reserved,maintenance,OpsLog,0.833
EVT_00446,2026-09-08T20:00:00,ROOM_R020,booking_created,reserved,occupied,LMS,0.952
EVT_00447,2026-09-10T15:00:00,ROOM_R017,maintenance_completed,available,reserved,IoT,0.896
EVT_00448,2026-09-01T07:00:00,ROOM_R007,occupancy_update,reserved,occupied,ERP,0.952
EVT_00449,2026-09-11T07:00:00,ROOM_R024,occupancy_update,available,occupied,IoT,0.845
EVT_00450,2026-09-05T12:00:00,ROOM_R001,booking_created,available,reserved,ERP,0.946
EVT_00451,2026-09-18T12:00:00,ROOM_R004,booking_created,reserved,occupied,IoT,0.904
EVT_00452,2026-09-04T03:00:00,ROOM_R007,occupancy_update,available,occupied,ERP,0.952
EVT_00453,2026-09-04T04:00:00,ROOM_R008,booking_created,reserved,reserved,IoT,0.839
EVT_00454,2026-09-03T13:00:00,ROOM_R008,maintenance_completed,reserved,maintenance,OpsLog,0.985
EVT_00455,2026-09-06T04:00:00,ROOM_R018,maintenance_started,reserved,occupied,OpsLog,0.919
EVT_00456,2026-09-10T23:00:00,ROOM_R013,maintenance_started,reserved,occupied,LMS,0.89
EVT_00457,2026-09-14T13:00:00,ROOM_R018,booking_cancelled,available,occupied,OpsLog,0.966
EVT_00458,2026-09-17T04:00:00,ROOM_R028,maintenance_started,occupied,available,ERP,0.866
EVT_00459,2026-09-06T13:00:00,ROOM_R026,maintenance_completed,occupied,reserved,OpsLog,0.869
EVT_00460,2026-09-01T12:00:00,ROOM_R029,maintenance_started,available,available,OpsLog,0.915
EVT_00461,2026-09-07T14:00:00,ROOM_R022,maintenance_completed,reserved,reserved,IoT,0.926
EVT_00462,2026-09-15T23:00:00,ROOM_R015,booking_created,available,occupied,IoT,0.831
EVT_00463,2026-09-01T05:00:00,ROOM_R025,occupancy_update,reserved,reserved,LMS,0.986
EVT_00464,2026-09-05T15:00:00,ROOM_R019,occupancy_update,occupied,available,IoT,0.956
EVT_00465,2026-09-02T14:00:00,ROOM_R023,maintenance_started,reserved,maintenance,LMS,0.981
EVT_00466,2026-09-01T10:00:00,ROOM_R021,booking_cancelled,available,maintenance,ERP,0.923
EVT_00467,2026-09-08T05:00:00,ROOM_R002,booking_cancelled,occupied,occupied,LMS,0.899
EVT_00468,2026-09-18T14:00:00,ROOM_R027,maintenance_completed,available,available,LMS,0.947
EVT_00469,2026-09-06T23:00:00,ROOM_R021,booking_cancelled,available,maintenance,IoT,0.941
EVT_00470,2026-09-13T15:00:00,ROOM_R007,maintenance_started,available,reserved,IoT,0.914
EVT_00471,2026-09-12T05:00:00,ROOM_R025,booking_cancelled,available,maintenance,LMS,0.844
EVT_00472,2026-09-11T19:00:00,ROOM_R004,booking_created,occupied,available,ERP,0.907
EVT_00473,2026-09-15T04:00:00,ROOM_R010,occupancy_update,available,occupied,OpsLog,0.894
EVT_00474,2026-09-04T09:00:00,ROOM_R006,maintenance_started,reserved,reserved,ERP,0.842
EVT_00475,2026-09-07T23:00:00,ROOM_R005,booking_cancelled,reserved,occupied,ERP,0.835
EVT_00476,2026-09-10T04:00:00,ROOM_R008,booking_cancelled,occupied,available,IoT,0.894
EVT_00477,2026-09-17T19:00:00,ROOM_R025,booking_cancelled,reserved,maintenance,OpsLog,0.968
EVT_00478,2026-09-06T20:00:00,ROOM_R026,maintenance_started,available,occupied,LMS,0.943
EVT_00479,2026-09-14T05:00:00,ROOM_R002,occupancy_update,available,occupied,IoT,0.989
EVT_00480,2026-09-12T02:00:00,ROOM_R025,booking_cancelled,reserved,available,IoT,0.919
EVT_00481,2026-09-12T05:00:00,ROOM_R003,occupancy_update,available,available,ERP,0.889
EVT_00482,2026-09-03T19:00:00,ROOM_R007,booking_cancelled,available,reserved,OpsLog,0.912
EVT_00483,2026-09-11T21:00:00,ROOM_R019,occupancy_update,available,reserved,IoT,0.917
EVT_00484,2026-09-19T02:00:00,ROOM_R005,booking_created,occupied,maintenance,LMS,0.966
EVT_00485,2026-09-09T12:00:00,ROOM_R016,maintenance_started,occupied,available,LMS,0.902
EVT_00486,2026-09-09T11:00:00,ROOM_R018,maintenance_completed,available,maintenance,ERP,0.977
EVT_00487,2026-09-11T22:00:00,ROOM_R025,maintenance_started,available,available,LMS,0.972
EVT_00488,2026-09-12T08:00:00,ROOM_R008,booking_cancelled,occupied,maintenance,IoT,0.883
EVT_00489,2026-09-02T21:00:00,ROOM_R001,booking_cancelled,occupied,occupied,IoT,0.998
EVT_00490,2026-09-12T20:00:00,ROOM_R001,booking_created,reserved,occupied,IoT,0.859
EVT_00491,2026-09-16T00:00:00,ROOM_R003,booking_cancelled,reserved,occupied,ERP,0.933
EVT_00492,2026-09-19T06:00:00,ROOM_R003,booking_cancelled,reserved,occupied,IoT,0.869
EVT_00493,2026-09-07T07:00:00,ROOM_R010,maintenance_started,reserved,maintenance,ERP,0.846
EVT_00494,2026-09-07T23:00:00,ROOM_R019,maintenance_started,available,reserved,IoT,0.957
EVT_00495,2026-09-02T22:00:00,ROOM_R019,maintenance_started,occupied,occupied,LMS,0.87
EVT_00496,2026-09-01T03:00:00,ROOM_R002,booking_cancelled,available,reserved,IoT,0.94
EVT_00497,2026-09-05T05:00:00,ROOM_R021,occupancy_update,available,available,OpsLog,0.96
EVT_00498,2026-09-19T07:00:00,ROOM_R013,occupancy_update,occupied,available,OpsLog,0.947
EVT_00499,2026-09-03T06:00:00,ROOM_R013,maintenance_started,reserved,reserved,OpsLog,0.876
EVT_00500,2026-09-15T17:00:00,ROOM_R018,booking_created,reserved,available,OpsLog,0.843
