resource_id,building_id,name,type,building_type,room_id,room_type,capacity,floor,projector,computers,air_conditioned,status,cost_per_hour,faculty_id,department,max_hours_per_day,student_id,year,course_id,student_count,requires_projector,requires_computer,course_level,equipment_id,equipment_type,replacement_cost,source_priority,data_quality_score,last_observed_at,fusion_status,capabilities
STU_S0096,,Student 0096,student,,,,,,,,,,,,EEE,,S0096,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0097,,Student 0097,student,,,,,,,,,,,,ECE,,S0097,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0098,,Student 0098,student,,,,,,,,,,,,ECE,,S0098,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0099,,Student 0099,student,,,,,,,,,,,,CE,,S0099,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0100,,Student 0100,student,,,,,,,,,,,,MBA,,S0100,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0101,,Student 0101,student,,,,,,,,,,,,EEE,,S0101,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0102,,Student 0102,student,,,,,,,,,,,,MBA,,S0102,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0103,,Student 0103,student,,,,,,,,,,,,AI-DS,,S0103,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0104,,Student 0104,student,,,,,,,,,,,,MBA,,S0104,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0105,,Student 0105,student,,,,,,,,,,,,ME,,S0105,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0106,,Student 0106,student,,,,,,,,,,,,ECE,,S0106,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0107,,Student 0107,student,,,,,,,,,,,,MBA,,S0107,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0108,,Student 0108,student,,,,,,,,,,,,MBA,,S0108,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0109,,Student 0109,student,,,,,,,,,,,,CSE,,S0109,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0110,,Student 0110,student,,,,,,,,,,,,CSE,,S0110,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0111,,Student 0111,student,,,,,,,,,,,,CE,,S0111,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0112,,Student 0112,student,,,,,,,,,,,,ME,,S0112,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0113,,Student 0113,student,,,,,,,,,,,,AI-DS,,S0113,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0114,,Student 0114,student,,,,,,,,,,,,CE,,S0114,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0115,,Student 0115,student,,,,,,,,,,,,MBA,,S0115,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0116,,Student 0116,student,,,,,,,,,,,,CSE,,S0116,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0117,,Student 0117,student,,,,,,,,,,,,ME,,S0117,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0118,,Student 0118,student,,,,,,,,,,,,CE,,S0118,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0119,,Student 0119,student,,,,,,,,,,,,CE,,S0119,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0120,,Student 0120,student,,,,,,,,,,,,AI-DS,,S0120,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0121,,Student 0121,student,,,,,,,,,,,,AI-DS,,S0121,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0122,,Student 0122,student,,,,,,,,,,,,AI-DS,,S0122,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0123,,Student 0123,student,,,,,,,,,,,,AI-DS,,S0123,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0124,,Student 0124,student,,,,,,,,,,,,CSE,,S0124,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0125,,Student 0125,student,,,,,,,,,,,,CSE,,S0125,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0126,,Student 0126,student,,,,,,,,,,,,EEE,,S0126,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0127,,Student 0127,student,,,,,,,,,,,,CSE,,S0127,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0128,,Student 0128,student,,,,,,,,,,,,ECE,,S0128,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0129,,Student 0129,student,,,,,,,,,,,,ME,,S0129,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0130,,Student 0130,student,,,,,,,,,,,,EEE,,S0130,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0131,,Student 0131,student,,,,,,,,,,,,CE,,S0131,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0132,,Student 0132,student,,,,,,,,,,,,ME,,S0132,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0133,,Student 0133,student,,,,,,,,,,,,MBA,,S0133,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0134,,Student 0134,student,,,,,,,,,,,,CE,,S0134,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0135,,Student 0135,student,,,,,,,,,,,,EEE,,S0135,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0136,,Student 0136,student,,,,,,,,,,,,AI-DS,,S0136,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0137,,Student 0137,student,,,,,,,,,,,,ECE,,S0137,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0138,,Student 0138,student,,,,,,,,,,,,ME,,S0138,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0139,,Student 0139,student,,,,,,,,,,,,MBA,,S0139,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0140,,Student 0140,student,,,,,,,,,,,,CSE,,S0140,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0141,,Student 0141,student,,,,,,,,,,,,CE,,S0141,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0142,,Student 0142,student,,,,,,,,,,,,CSE,,S0142,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0143,,Student 0143,student,,,,,,,,,,,,EEE,,S0143,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0144,,Student 0144,student,,,,,,,,,,,,CSE,,S0144,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0145,,Student 0145,student,,,,,,,,,,,,CSE,,S0145,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0146,,Student 0146,student,,,,,,,,,,,,AI-DS,,S0146,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0147,,Student 0147,student,,,,,,,,,,,,CSE,,S0147,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0148,,Student 0148,student,,,,,,,,,,,,ECE,,S0148,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0149,,Student 0149,student,,,,,,,,,,,,MBA,,S0149,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0150,,Student 0150,student,,,,,,,,,,,,CSE,,S0150,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0151,,Student 0151,student,,,,,,,,,,,,CE,,S0151,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0152,,Student 0152,student,,,,,,,,,,,,MBA,,S0152,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0153,,Student 0153,student,,,,,,,,,,,,EEE,,S0153,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0154,,Student 0154,student,,,,,,,,,,,,MBA,,S0154,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0155,,Student 0155,student,,,,,,,,,,,,EEE,,S0155,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0156,,Student 0156,student,,,,,,,,,,,,ECE,,S0156,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0157,,Student 0157,student,,,,,,,,,,,,MBA,,S0157,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0158,,Student 0158,student,,,,,,,,,,,,CSE,,S0158,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0159,,Student 0159,student,,,,,,,,,,,,ECE,,S0159,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0160,,Student 0160,student,,,,,,,,,,,,EEE,,S0160,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0161,,Student 0161,student,,,,,,,,,,,,CE,,S0161,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0162,,Student 0162,student,,,,,,,,,,,,CSE,,S0162,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0163,,Student 0163,student,,,,,,,,,,,,EEE,,S0163,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0164,,Student 0164,student,,,,,,,,,,,,ECE,,S0164,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0165,,Student 0165,student,,,,,,,,,,,,CE,,S0165,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0166,,Student 0166,student,,,,,,,,,,,,AI-DS,,S0166,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0167,,Student 0167,student,,,,,,,,,,,,ME,,S0167,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0168,,Student 0168,student,,,,,,,,,,,,MBA,,S0168,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0169,,Student 0169,student,,,,,,,,,,,,CE,,S0169,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0170,,Student 0170,student,,,,,,,,,,,,ME,,S0170,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0171,,Student 0171,student,,,,,,,,,,,,CE,,S0171,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0172,,Student 0172,student,,,,,,,,,,,,AI-DS,,S0172,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0173,,Student 0173,student,,,,,,,,,,,,ME,,S0173,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0174,,Student 0174,student,,,,,,,,,,,,CSE,,S0174,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0175,,Student 0175,student,,,,,,,,,,,,MBA,,S0175,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0176,,Student 0176,student,,,,,,,,,,,,ME,,S0176,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0177,,Student 0177,student,,,,,,,,,,,,ME,,S0177,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0178,,Student 0178,student,,,,,,,,,,,,CSE,,S0178,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0179,,Student 0179,student,,,,,,,,,,,,EEE,,S0179,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0180,,Student 0180,student,,,,,,,,,,,,CSE,,S0180,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0181,,Student 0181,student,,,,,,,,,,,,EEE,,S0181,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0182,,Student 0182,student,,,,,,,,,,,,ME,,S0182,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0183,,Student 0183,student,,,,,,,,,,,,ME,,S0183,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0184,,Student 0184,student,,,,,,,,,,,,CSE,,S0184,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0185,,Student 0185,student,,,,,,,,,,,,MBA,,S0185,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0186,,Student 0186,student,,,,,,,,,,,,ME,,S0186,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0187,,Student 0187,student,,,,,,,,,,,,ECE,,S0187,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0188,,Student 0188,student,,,,,,,,,,,,EEE,,S0188,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0189,,Student 0189,student,,,,,,,,,,,,ME,,S0189,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0190,,Student 0190,student,,,,,,,,,,,,AI-DS,,S0190,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0191,,Student 0191,student,,,,,,,,,,,,EEE,,S0191,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0192,,Student 0192,student,,,,,,,,,,,,EEE,,S0192,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0193,,Student 0193,student,,,,,,,,,,,,EEE,,S0193,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0194,,Student 0194,student,,,,,,,,,,,,AI-DS,,S0194,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0195,,Student 0195,student,,,,,,,,,,,,CSE,,S0195,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0196,,Student 0196,student,,,,,,,,,,,,MBA,,S0196,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0197,,Student 0197,student,,,,,,,,,,,,CSE,,S0197,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0198,,Student 0198,student,,,,,,,,,,,,CSE,,S0198,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0199,,Student 0199,student,,,,,,,,,,,,MBA,,S0199,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0200,,Student 0200,student,,,,,,,,,,,,CE,,S0200,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0201,,Student 0201,student,,,,,,,,,,,,CE,,S0201,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0202,,Student 0202,student,,,,,,,,,,,,AI-DS,,S0202,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0203,,Student 0203,student,,,,,,,,,,,,ME,,S0203,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0204,,Student 0204,student,,,,,,,,,,,,MBA,,S0204,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0205,,Student 0205,student,,,,,,,,,,,,MBA,,S0205,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0206,,Student 0206,student,,,,,,,,,,,,EEE,,S0206,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0207,,Student 0207,student,,,,,,,,,,,,EEE,,S0207,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0208,,Student 0208,student,,,,,,,,,,,,CE,,S0208,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0209,,Student 0209,student,,,,,,,,,,,,ECE,,S0209,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0210,,Student 0210,student,,,,,,,,,,,,ECE,,S0210,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0211,,Student 0211,student,,,,,,,,,,,,EEE,,S0211,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0212,,Student 0212,student,,,,,,,,,,,,CSE,,S0212,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0213,,Student 0213,student,,,,,,,,,,,,CE,,S0213,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0214,,Student 0214,student,,,,,,,,,,,,MBA,,S0214,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0215,,Student 0215,student,,,,,,,,,,,,MBA,,S0215,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0216,,Student 0216,student,,,,,,,,,,,,CE,,S0216,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0217,,Student 0217,student,,,,,,,,,,,,CSE,,S0217,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0218,,Student 0218,student,,,,,,,,,,,,EEE,,S0218,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0219,,Student 0219,student,,,,,,,,,,,,EEE,,S0219,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0220,,Student 0220,student,,,,,,,,,,,,CSE,,S0220,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0221,,Student 0221,student,,,,,,,,,,,,MBA,,S0221,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0222,,Student 0222,student,,,,,,,,,,,,CE,,S0222,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0223,,Student 0223,student,,,,,,,,,,,,CSE,,S0223,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0224,,Student 0224,student,,,,,,,,,,,,AI-DS,,S0224,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0225,,Student 0225,student,,,,,,,,,,,,CSE,,S0225,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0226,,Student 0226,student,,,,,,,,,,,,ME,,S0226,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0227,,Student 0227,student,,,,,,,,,,,,ME,,S0227,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0228,,Student 0228,student,,,,,,,,,,,,ECE,,S0228,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0229,,Student 0229,student,,,,,,,,,,,,EEE,,S0229,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0230,,Student 0230,student,,,,,,,,,,,,MBA,,S0230,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0231,,Student 0231,student,,,,,,,,,,,,CSE,,S0231,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0232,,Student 0232,student,,,,,,,,,,,,ECE,,S0232,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0233,,Student 0233,student,,,,,,,,,,,,AI-DS,,S0233,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0234,,Student 0234,student,,,,,,,,,,,,EEE,,S0234,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0235,,Student 0235,student,,,,,,,,,,,,AI-DS,,S0235,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0236,,Student 0236,student,,,,,,,,,,,,ME,,S0236,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0237,,Student 0237,student,,,,,,,,,,,,ME,,S0237,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0238,,Student 0238,student,,,,,,,,,,,,ECE,,S0238,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0239,,Student 0239,student,,,,,,,,,,,,EEE,,S0239,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0240,,Student 0240,student,,,,,,,,,,,,CSE,,S0240,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0241,,Student 0241,student,,,,,,,,,,,,AI-DS,,S0241,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0242,,Student 0242,student,,,,,,,,,,,,CE,,S0242,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0243,,Student 0243,student,,,,,,,,,,,,CSE,,S0243,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0244,,Student 0244,student,,,,,,,,,,,,ME,,S0244,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0245,,Student 0245,student,,,,,,,,,,,,CSE,,S0245,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0246,,Student 0246,student,,,,,,,,,,,,EEE,,S0246,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0247,,Student 0247,student,,,,,,,,,,,,MBA,,S0247,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0248,,Student 0248,student,,,,,,,,,,,,MBA,,S0248,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0249,,Student 0249,student,,,,,,,,,,,,EEE,,S0249,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0250,,Student 0250,student,,,,,,,,,,,,CSE,,S0250,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0251,,Student 0251,student,,,,,,,,,,,,ME,,S0251,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0252,,Student 0252,student,,,,,,,,,,,,ECE,,S0252,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0253,,Student 0253,student,,,,,,,,,,,,ME,,S0253,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0254,,Student 0254,student,,,,,,,,,,,,CE,,S0254,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0255,,Student 0255,student,,,,,,,,,,,,CSE,,S0255,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0256,,Student 0256,student,,,,,,,,,,,,MBA,,S0256,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0257,,Student 0257,student,,,,,,,,,,,,ME,,S0257,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0258,,Student 0258,student,,,,,,,,,,,,ME,,S0258,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0259,,Student 0259,student,,,,,,,,,,,,MBA,,S0259,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0260,,Student 0260,student,,,,,,,,,,,,CE,,S0260,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0261,,Student 0261,student,,,,,,,,,,,,CE,,S0261,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0262,,Student 0262,student,,,,,,,,,,,,AI-DS,,S0262,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0263,,Student 0263,student,,,,,,,,,,,,EEE,,S0263,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0264,,Student 0264,student,,,,,,,,,,,,ME,,S0264,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0265,,Student 0265,student,,,,,,,,,,,,EEE,,S0265,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0266,,Student 0266,student,,,,,,,,,,,,MBA,,S0266,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0267,,Student 0267,student,,,,,,,,,,,,MBA,,S0267,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0268,,Student 0268,student,,,,,,,,,,,,CSE,,S0268,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0269,,Student 0269,student,,,,,,,,,,,,MBA,,S0269,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0270,,Student 0270,student,,,,,,,,,,,,ECE,,S0270,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0271,,Student 0271,student,,,,,,,,,,,,CE,,S0271,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0272,,Student 0272,student,,,,,,,,,,,,CE,,S0272,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0273,,Student 0273,student,,,,,,,,,,,,ME,,S0273,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0274,,Student 0274,student,,,,,,,,,,,,AI-DS,,S0274,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0275,,Student 0275,student,,,,,,,,,,,,ECE,,S0275,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0276,,Student 0276,student,,,,,,,,,,,,MBA,,S0276,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0277,,Student 0277,student,,,,,,,,,,,,CSE,,S0277,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0278,,Student 0278,student,,,,,,,,,,,,CE,,S0278,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0279,,Student 0279,student,,,,,,,,,,,,MBA,,S0279,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0280,,Student 0280,student,,,,,,,,,,,,EEE,,S0280,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0281,,Student 0281,student,,,,,,,,,,,,ECE,,S0281,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0282,,Student 0282,student,,,,,,,,,,,,ECE,,S0282,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0283,,Student 0283,student,,,,,,,,,,,,ECE,,S0283,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0284,,Student 0284,student,,,,,,,,,,,,CE,,S0284,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0285,,Student 0285,student,,,,,,,,,,,,MBA,,S0285,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0286,,Student 0286,student,,,,,,,,,,,,ECE,,S0286,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0287,,Student 0287,student,,,,,,,,,,,,ME,,S0287,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
